"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Alex Cobb, L (1-3)","6","5","3","3","2","5","0","3.19","23","91","59","29","8","22","9","7","5","0","53","","","-0.138","0.64","-0.3"
"Brad Boxberger","1","0","0","0","0","3","0","1.40","3","15","10","3","5","2","0","0","0","0","","0","0","0.019","0.26","0.4"
"Jake McGee","1","0","0","0","0","2","0","1.05","3","12","9","4","2","3","1","0","0","0","","0","0","0.011","0.14","0.4"
