"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jake Arrieta, L (1-2)","4.2","10","5","5","1","3","1","7.23","24","82","58","39","5","14","6","14","8","0","26","","","-0.257","0.90","-2.9"
"Troy Patton","2.1","3","0","0","0","0","0","4.22","8","22","15","11","0","4","6","2","1","0","","2","0","0.027","0.17","1.4"
"Pedro Strop","1","1","0","0","0","2","0","7.20","4","16","9","3","4","2","1","1","0","0","","0","0","0.003","0.05","0.5"
