"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Elliot Johnson  SS","5","0","0","1","0","3","5",".250",".300",".406",".706","20","16","-0.065","0.88","0.010","-0.075","-1.4","1","3","CS"
"Johnny Damon  LF","3","0","0","0","1","0","4",".265",".306",".429",".735","16","9","-0.040","0.41","0.009","-0.048","-0.6","0","0","CS"
"Sam Fuld  LF","1","0","0","0","0","0","1",".228",".278",".347",".625","3","3","-0.001","0.05","0.000","-0.001","-0.2","0","0",""
"Evan Longoria  3B","4","1","2","0","1","1","5",".227",".341",".413",".754","18","10","0.046","0.24","0.051","-0.005","0.7","1","1","2B"
"Matthew Joyce  RF","4","1","1","1","1","1","5",".355",".422",".617","1.039","19","9","0.062","0.47","0.091","-0.029","0.7","2","0","2B"
"Melvin Upton  CF","4","0","0","0","0","2","4",".252",".326",".447",".772","11","8","-0.056","0.57","0.000","-0.056","-1.1","2","0",""
"Casey Kotchman  1B","3","1","2","1","1","0","4",".352",".419",".448",".866","13","6","0.108","0.49","0.115","-0.007","1.6","6","0","3B"
"Sean Rodriguez  2B","2","1","1","0","1","0","4",".217",".323",".434",".757","18","10","0.026","0.53","0.050","-0.024","0.3","1","3","SB,HBP"
"Kelly Shoppach  C","3","0","1","0","0","1","4",".171",".244",".257",".501","15","8","0.055","0.85","0.073","-0.017","0.2","13","0","HBP"
"James Shields  P","4","0","0","1","0","1","4",".000",".000",".000",".000","15","9","0.058","1.08","0.096","-0.038","-0.3","1","0",""
