"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Ervin Santana, L (0-2)","4","10","6","6","2","3","1","5.26","22","90","56","36","7","13","5","12","5","0","19","","","-0.191","1.03","-3.8"
"Rich Thompson","2","2","0","0","0","4","0","2.08","8","34","23","15","4","4","0","4","1","0","","0","0","0.009","0.12","1.1"
"Jason Bulger","2","2","1","1","2","1","1","1.29","9","37","20","12","3","5","2","4","1","0","","0","0","0.001","0.03","0.1"
