"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Ervin Santana, W (1-3)","6","4","4","1","2","5","1","4.89","25","98","60","30","4","26","10","8","4","0","57","","","-0.078","1.23","-1.2"
"Scott Downs, H (1)","1","0","0","0","1","1","0","0.00","4","16","11","7","0","4","2","0","0","0","","0","0","0.050","1.32","0.5"
"Fernando Rodney, H (3)","1","2","1","1","0","2","1","2.53","5","22","16","9","2","5","1","2","2","0","","0","0","0.008","1.15","-0.5"
"Jordan Walden, S (4)","1","1","0","0","0","1","0","0.73","4","18","12","7","2","3","1","2","0","0","","0","0","0.037","1.05","0.5"
