"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 1","boxscore","CHW","","KCR","W","1","0","","1-0","1","Tied","Sale","Shields","Reed","2:38","D","39,012","+"
"2","2","Wednesday, Apr 3","boxscore","CHW","","KCR","W","5","2","","2-0","1","Tied","Peavy","Santana","Reed","2:46","D","14,213","++"
"3","3","Thursday, Apr 4","boxscore","CHW","","KCR","L","1","3","","2-1","1","Tied","Guthrie","Floyd","Holland","2:45","D","15,036","-"
"4","4","Friday, Apr 5","boxscore","CHW","","SEA","L","7","8","10","2-2","1","Tied","Loe","Jones","Wilhelmsen","3:42","N","15,312","--"
"5","5","Saturday, Apr 6","boxscore","CHW","","SEA","W","4","3","","3-2","1","Tied","Veal","Hernandez","Reed","3:07","D","22,461","+"
"6","6","Sunday, Apr 7","boxscore","CHW","","SEA","W-wo","4","3","10","4-2","1","Tied","Reed","Loe","","2:52","D","18,708","++"
"7","7","Tuesday, Apr 9","boxscore","CHW","@","WSN","L","7","8","","4-3","2","0.5","Stammen","Peavy","Soriano","3:13","N","24,412","-"
"8","8","Wednesday, Apr 10","boxscore","CHW","@","WSN","L","2","5","","4-4","2","1.5","Zimmermann","Floyd","Soriano","2:35","N","24,586","--"
"9","9","Thursday, Apr 11","boxscore","CHW","@","WSN","L","4","7","","4-5","3","2.0","Haren","Axelrod","Soriano","3:18","N","24,785","---"
"10","10","Friday, Apr 12","boxscore","CHW","@","CLE","L-wo","0","1","","4-6","4","2.0","Masterson","Crain","","2:19","N","11,864","----"
"11","11","Saturday, Apr 13","boxscore","CHW","@","CLE","L","4","9","","4-7","4","2.0","McAllister","Sale","","2:35","D","11,422","-----"
"12","12","Sunday, Apr 14","boxscore","CHW","@","CLE","W","3","1","","5-7","4","2.0","Peavy","Myers","Reed","2:48","D","11,682","+"
"13","13","Monday, Apr 15","boxscore","CHW","@","TOR","L","3","4","","5-8","5","2.5","Buehrle","Floyd","Janssen","2:38","N","15,755","-"
"14","14","Tuesday, Apr 16","boxscore","CHW","@","TOR","W","4","3","","6-8","4","2.5","Lindstrom","Delabar","Reed","2:42","N","16,131","+"
"15","15","Wednesday, Apr 17","boxscore","CHW","@","TOR","W","7","0","","7-8","3","2.5","Quintana","Happ","","2:34","N","15,684","++"
"16","16","Thursday, Apr 18","boxscore","CHW","@","TOR","L","1","3","","7-9","4","2.5","Dickey","Sale","Janssen","2:10","N","18,015","-"
"17","17","Saturday, Apr 20","boxscore","CHW","","MIN","L","1","2","10","7-10","4","2.0","Fien","Santiago","Perkins","3:34","D","22,417","--"
"18","18","Sunday, Apr 21","boxscore","CHW","","MIN","L","3","5","","7-11","5","3.5","Diamond","Lindstrom","Perkins","2:59","D","19,587","---"
"19","19","Monday, Apr 22","boxscore","CHW","","CLE","L","2","3","","7-12","5","4.0","Masterson","Thornton","Perez","2:48","N","14,950","----"
"20","20","Wednesday, Apr 24","boxscore","CHW","","CLE","W","3","2","","8-12","5","3.0","Quintana","McAllister","Reed","3:02","D","16,765","+"
"21","21","Thursday, Apr 25","boxscore","CHW","","TBR","W","5","2","","9-12","4","3.0","Sale","Hellickson","Reed","2:52","N","15,056","++"
"22","22","Friday, Apr 26","boxscore","CHW","","TBR","W","5","4","","10-12","4","2.5","Peavy","Hernandez","Reed","2:47","N","20,008","+++"
"23","23","Saturday, Apr 27","boxscore","CHW","","TBR","L","4","10","","10-13","4","3.5","Moore","Floyd","","3:39","N","25,270","-"
"24","24","Sunday, Apr 28","boxscore","CHW","","TBR","L","3","8","","10-14","4","4.0","Price","Jones","","3:09","D","22,677","--"
"25","25","Tuesday, Apr 30","boxscore","CHW","@","TEX","L","6","10","","10-15","5","5.0","Darvish","Lindstrom","","3:16","N","40,646","---"
"26","26","Wednesday, May 1","boxscore","CHW","@","TEX","W","5","2","","11-15","5","4.5","Sale","Tepesch","Reed","2:56","N","34,677","+"
"27","27","Thursday, May 2","boxscore","CHW","@","TEX","W","3","1","","12-15","5","4.0","Santiago","Grimm","Reed","2:53","N","31,199","++"
"28","28","Saturday, May 4","boxscore","CHW","@","KCR","L","0","2","","12-16","5","5.5","Guthrie","Axelrod","","2:18","N","19,957","-"
"29","29","Sunday, May 5","boxscore","CHW","@","KCR","L-wo","5","6","10","12-17","5","6.5","Holland","Omogrosso","","3:36","D","16,462","--"
