"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Tuesday, Apr 1","boxscore","HOU","","NYY","W","6","2","","1-0","2","0.5","Feldman","Sabathia","","2:51","N","42,117","+"
"2","2","Wednesday, Apr 2","boxscore","HOU","","NYY","W","3","1","","2-0","2","0.5","Cosart","Kuroda","Fields","3:18","N","23,145","++"
"3","3","Thursday, Apr 3","boxscore","HOU","","NYY","L","2","4","","2-1","2","0.5","Nova","Oberholtzer","Robertson","3:17","N","26,348","-"
"4","4","Friday, Apr 4","boxscore","HOU","","LAA","L","1","11","","2-2","2","1.0","Richards","Harrell","","3:35","N","15,611","--"
"5","5","Saturday, Apr 5","boxscore","HOU","","LAA","L","1","5","","2-3","2","2.0","Skaggs","Keuchel","","3:02","N","28,515","---"
"6","6","Sunday, Apr 6","boxscore","HOU","","LAA","W","7","4","","3-3","2","1.0","Feldman","Weaver","Qualls","2:52","D","14,786","+"
"7","7","Monday, Apr 7","boxscore","HOU","","LAA","L","1","9","","3-4","3","1.5","Wilson","Cosart","","2:44","D","17,936","-"
"8","8","Tuesday, Apr 8","boxscore","HOU","@","TOR","L","2","5","","3-5","4","2.5","Buehrle","Oberholtzer","Santos","2:52","N","13,123","--"
"9","9","Wednesday, Apr 9","boxscore","HOU","@","TOR","L","3","7","","3-6","5","2.5","Morrow","Harrell","","3:09","N","13,569","---"
"10","10","Thursday, Apr 10","boxscore","HOU","@","TOR","W","6","4","","4-6","5","2.5","Keuchel","Dickey","Bass","2:49","N","15,778","+"
"11","11","Friday, Apr 11","boxscore","HOU","@","TEX","L-wo","0","1","12","4-7","5","3.0","Frasor","Peacock","","4:11","N","36,150","-"
"12","12","Saturday, Apr 12","boxscore","HOU","@","TEX","W","6","5","10","5-7","5","2.5","Chapman","Soria","Bass","3:15","N","42,577","+"
"13","13","Sunday, Apr 13","boxscore","HOU","@","TEX","L","0","1","","5-8","5","3.5","Perez","Oberholtzer","Ogando","2:15","D","38,698","-"
"14","14","Tuesday, Apr 15","boxscore","HOU","","KCR","L","2","4","","5-9","5","5.0","Ventura","Harrell","Holland","2:45","N","29,778","--"
"15","15","Wednesday, Apr 16","boxscore","HOU","","KCR","L","4","6","11","5-10","5","5.0","Duffy","Williams","Holland","4:05","N","23,043","---"
"16","16","Thursday, Apr 17","boxscore","HOU","","KCR","L","1","5","","5-11","5","5.5","Shields","Feldman","","2:37","N","26,333","----"
"17","17","Friday, Apr 18","boxscore","HOU","@","OAK","L","3","11","","5-12","5","6.5","Gray","Cosart","","3:22","N","18,234","-----"
"18","18","Saturday, Apr 19","boxscore","HOU","@","OAK","L-wo","3","4","","5-13","5","7.5","Otero","Qualls","","3:07","D","33,166","------"
