"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Hisashi Iwakuma","7","6","0","0","1","7","0","2.92","28","99","66","39","9","18","9","11","5","0","71","","","0.435","1.06","3.4"
"Charlie Furbush, L (2-5)","0.2","3","2","2","0","0","0","3.31","5","12","10","7","2","1","2","3","0","0","","0","0","-0.332","1.16","-1.7"
"Tom Wilhelmsen","0.1","0","0","0","0","0","0","4.34","1","2","2","1","0","1","1","0","0","0","","1","0","0.006","0.22","0.2"
