"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Felix Hernandez","5","12","7","6","0","2","2","2.71","26","87","55","40","5","10","11","13","6","0","19","","","-0.213","0.76","-4.7"
"Danny Farquhar, BS (1)","2","2","1","1","2","3","0","6.89","9","34","19","8","6","5","2","2","1","0","","0","0","-0.039","2.28","-0.1"
"Carter Capps, BS (1), L (2-2)","0","3","2","2","0","0","0","5.76","3","15","10","6","1","3","2","1","1","0","","0","0","-0.566","3.00","-2.3"
"Yoervis Medina","0.2","0","0","0","2","0","0","2.96","4","14","3","3","0","0","2","0","0","0","","2","1","-0.033","3.88","0.1"
"Oliver Perez","0.1","0","0","0","0","1","0","1.05","1","4","3","0","3","0","0","0","0","0","","3","0","0.037","1.51","0.7"
