"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Joe Saunders, L (10-12)","4.1","7","5","5","3","0","1","4.86","23","98","51","35","2","14","10","10","1","0","26","","","-0.289","1.21","-3.1"
"Brandon Maurer","2.2","2","1","1","0","4","0","6.60","11","57","37","21","5","11","2","4","0","0","","1","0","0.009","0.15","0.4"
"Carter Capps","1","2","1","1","0","1","0","5.71","5","16","12","6","2","4","1","3","1","0","","0","0","-0.002","0.03","-0.5"
