"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Roberto Hernandez, L (1-3)","5","7","6","6","4","1","0","5.76","25","85","49","32","5","12","13","7","2","0","26","","","-0.271","0.83","-3.5"
"Chad Durbin","2","4","4","4","1","2","1","7.56","11","38","20","11","3","6","4","4","2","0","","0","0","-0.019","0.03","-3.0"
"Justin Germano","1","2","0","0","0","1","0","4.50","5","15","12","7","1","4","1","3","1","0","","0","0","0.000","0.00","0.5"
