"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Erick Aybar  SS","4","1","1","1","0","0","4",".271",".314",".321",".635","13","9","-0.200","2.10","0.012","-0.212","-1.3","4","2",""
"Mike Trout  CF","4","0","1","1","0","2","4",".285",".372",".552",".924","27","19","0.025","1.17","0.108","-0.083","0.4","4","0",""
"Albert Pujols  1B","3","0","0","0","0","0","4",".264",".316",".523",".839","13","9","-0.062","1.08","0.022","-0.084","-0.3","6","0","HBP"
"Kole Calhoun  RF","4","0","0","0","0","2","4",".269",".329",".392",".721","15","11","-0.122","1.22","0.000","-0.122","-0.9","2","0",""
"Carlos Perez  C","4","0","0","0","0","2","4",".261",".278",".391",".669","16","10","-0.098","0.98","0.000","-0.098","-0.7","2","1",""
"Matthew Joyce  LF","3","0","0","0","0","0","3",".186",".259",".323",".583","10","7","-0.074","0.99","0.000","-0.074","-0.5","2","0",""
"Chris Iannetta  PH","1","0","0","0","0","0","1",".169",".272",".280",".552","1","1","-0.023","0.91","0.000","-0.023","-0.2","","",""
"C.J. Cron  DH","3","1","2","0","0","0","4",".206",".239",".271",".510","23","15","0.050","0.79","0.080","-0.030","0.5","","","HBP"
"Kyle Kubitza  3B","3","0","2","0","0","1","3",".667",".667",".667","1.333","8","6","0.062","1.17","0.091","-0.029","0.5","0","2",""
"David Freese  PH","1","0","0","0","0","1","1",".238",".294",".430",".724","3","3","-0.034","1.20","0.000","-0.034","-0.2","","",""
"Johnny Giavotella  2B","2","0","1","0","1","0","3",".272",".330",".361",".691","11","4","0.058","1.74","0.092","-0.034","0.3","4","1",""
"","","","","","","","","","","","","","","","","","","","","",""
"Jered Weaver  P","","","","","","","","","","","","","","","","","","","0","1",""
"Fernando Salas  P","","","","","","","","","","","","","","","","","","","0","0",""
