"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Chris Sale, L (9-6)","5","12","7","7","1","7","0","3.20","28","95","65","36","11","18","10","8","6","0","21","","","-0.341","1.28","-4.8"
"Matt Albers","2","1","1","1","1","2","1","1.38","8","17","12","5","1","6","1","4","1","0","","2","1","0.001","0.09","0.4"
"Dan Jennings","1","0","0","0","0","1","0","5.97","3","16","10","5","3","2","2","0","0","0","","0","0","0.000","0.01","0.5"
