"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"John Danks","5","7","6","6","1","5","1","5.69","23","99","67","41","9","17","4","13","5","0","33","","","-0.550","1.15","-3.6"
"Jake Petricka","2","2","1","1","0","2","0","3.68","8","23","20","9","4","7","4","2","0","0","","0","0","-0.093","1.15","-0.0"
"Zach Duke, H (8)","0.2","1","0","0","0","0","0","2.89","3","15","10","7","1","2","2","1","0","0","","0","0","0.031","2.23","0.1"
"David Robertson, BS (2), L (3-1)","0.1","3","3","3","0","0","1","2.41","4","13","10","5","1","4","1","3","2","0","","1","0","-0.859","3.00","-2.6"
