"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Tim Wakefield, L (0-1)","5.1","10","6","5","1","2","0","5.11","28","98","67","42","7","18","6","19","5","0","27","","","-0.174","0.83","-3.7"
"Scott Schoeneweis","1","3","2","2","0","2","1","7.36","6","19","12","7","2","3","1","3","1","0","","1","0","-0.001","0.03","-1.4"
"Ramon Ramirez","1.2","2","0","0","1","0","0","15.00","8","32","16","9","3","4","3","4","1","0","","1","0","0.000","0.00","1.0"
