"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Clay Buchholz, W (11-5)","7","5","1","1","1","7","1","2.71","28","114","77","43","14","20","10","9","2","0","69","","","0.377","1.43","2.3"
"Scott Atchison, H (2)","0.2","2","2","2","0","0","1","4.21","4","16","10","6","0","4","1","3","1","0","","0","0","-0.109","1.24","-1.6"
"Jonathan Papelbon, S (23)","1.1","1","0","0","0","1","0","2.98","5","25","16","6","5","5","2","2","1","0","","0","0","0.069","1.22","0.6"
