"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Clay Buchholz, L (8-4)","7","3","3","3","4","1","0","2.52","27","107","61","44","4","13","9","13","4","0","56","","","-0.099","0.76","0.3"
"Boof Bonser","0","2","4","4","2","0","0","0.00","4","20","8","6","1","1","0","2","2","0","","0","0","-0.021","0.13","-2.8"
"Joe Nelson","1","5","4","4","3","1","1","9.72","10","40","20","10","0","10","3","3","1","0","","3","3","-0.004","0.01","-4.7"
