"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"John Lackey","7","6","3","2","3","6","0","4.50","28","120","70","40","16","14","9","10","4","0","58","","","0.029","0.90","0.4"
"Daniel Bard, BS (3)","1","1","1","1","0","1","1","3.07","4","13","8","5","1","2","1","2","1","0","","0","0","-0.200","1.64","-0.5"
"Ramon Ramirez, L (0-1)","1.1","1","1","1","1","2","0","6.75","6","22","13","8","3","2","0","3","0","0","","0","0","0.065","2.10","0.1"
"Hideki Okajima","0.1","0","0","0","0","1","0","6.75","1","7","4","1","2","1","0","0","0","0","","2","0","0.096","4.30","0.5"
"Manny Delcarmen","0","1","0","0","0","0","0","1.74","1","4","3","2","0","1","1","0","0","0","","2","1","-0.389","4.36","-1.0"
