"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"John Lackey","6.2","10","5","5","0","7","1","4.69","29","110","72","41","7","24","8","14","13","0","41","","","-0.078","0.82","-1.3"
"Daniel Bard, H (16)","1.1","0","0","0","0","1","0","2.13","4","13","10","6","3","1","3","0","0","0","","1","0","0.204","1.89","0.8"
"Jonathan Papelbon, BS (2), L (2-4)","0.1","3","3","3","0","0","2","3.64","4","8","6","5","0","1","1","3","1","0","","0","0","-0.779","3.06","-2.7"
