"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Dewayne Wise  LF","5","1","2","0","0","3","5",".333",".333",".500",".833","25","17","0.029","0.55","0.063","-0.034","0.2","3","0","2B"
"Aaron Hill  2B","5","0","3","3","0","0","5",".196",".292",".377",".669","18","13","0.189","0.84","0.228","-0.039","2.9","1","3","3·2B"
"Jose Bautista  RF","5","0","1","0","0","1","5",".231",".357",".547",".903","22","14","-0.064","0.60","0.007","-0.071","-0.3","2","0",""
"Vernon Wells  CF","5","0","0","0","0","1","5",".286",".340",".571",".911","13","11","-0.054","0.43","0.000","-0.054","-1.4","4","0",""
"Alex Gonzalez  SS","3","0","1","0","2","1","5",".270",".309",".515",".823","21","11","-0.006","0.39","0.026","-0.032","-0.3","2","5",""
"Lyle Overbay  1B","5","1","2","0","0","2","5",".233",".306",".405",".711","20","12","0.012","0.46","0.045","-0.034","-0.7","9","0","GDP"
"John Buck  C","3","2","2","3","1","0","4",".266",".307",".532",".839","20","10","0.229","0.83","0.264","-0.036","2.5","5","1","2·HR"
"Edwin Encarnacion  3B","4","1","1","0","0","2","4",".202",".301",".481",".782","20","14","-0.009","0.47","0.023","-0.032","-0.4","1","1",""
"Shaun Marcum  P","1","1","0","0","1","0","3",".250",".400",".500",".900","12","8","-0.011","0.58","0.009","-0.020","-0.3","0","0","SH"
"Fred Lewis  PH","1","0","0","0","0","1","1",".280",".324",".460",".784","6","3","-0.004","0.14","0.000","-0.004","-0.1","","",""
"Scott Downs  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Kevin Gregg  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
