"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Blake Beavan, L (1-2)","6.2","9","3","3","0","4","0","3.04","28","104","71","45","6","20","6","18","6","0","48","","","-0.031","1.28","1.4"
"David Pauley","0","1","0","0","0","0","0","2.06","1","2","2","1","0","1","0","1","1","0","","1","0","-0.024","0.75","-0.3"
"Aaron Laffey","1.1","0","0","0","1","0","0","2.31","5","17","9","5","0","4","4","0","0","0","","2","1","-0.058","0.64","0.0"
