"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Michael Pineda, W (6-2)","7","2","0","0","1","9","0","2.16","24","99","69","41","14","14","5","9","2","0","81","","","0.291","0.80","3.0"
"David Pauley","1","0","0","0","0","3","0","1.07","3","13","10","5","2","3","0","0","0","0","","0","0","0.021","0.29","0.4"
"Jamey Wright","1","2","0","0","0","1","0","1.71","5","21","10","5","3","2","1","3","2","0","","0","0","0.014","0.51","0.4"
