"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Thursday, Mar 31","boxscore","DET","@","NYY","L","3","6","","0-1","4","0.5","Chamberlain","Coke","Rivera","3:02","D","48,226","-"
"2","2","Saturday, Apr 2","boxscore","DET","@","NYY","L","6","10","","0-2","3","2.0","Burnett","Penny","Rivera","3:30","D","41,462","--"
"3","3","Sunday, Apr 3","boxscore","DET","@","NYY","W","10","7","","1-2","3","1.5","Scherzer","Hughes","Valverde","3:20","D","40,574","+"
"4","4","Monday, Apr 4","boxscore","DET","@","BAL","L","1","5","","1-3","4","2.0","Arrieta","Porcello","","2:37","D","46,593","-"
"5","5","Wednesday, Apr 6","boxscore","DET","@","BAL","W","7","3","","2-3","4","1.5","Verlander","Bergesen","","2:51","N","12,451","+"
"6","6","Thursday, Apr 7","boxscore","DET","@","BAL","L","5","9","","2-4","4","2.0","Johnson","Thomas","","3:25","N","11,648","-"
"7","7","Friday, Apr 8","boxscore","DET","","KCR","W","5","2","","3-4","4","2.0","Scherzer","Davies","Valverde","3:00","D","44,799","+"
"8","8","Saturday, Apr 9","boxscore","DET","","KCR","L","1","3","","3-5","4","3.0","Chen","Coke","Soria","2:29","D","33,810","-"
"9","9","Sunday, Apr 10","boxscore","DET","","KCR","L","5","9","","3-6","4","4.0","Hochevar","Porcello","Soria","3:02","D","28,984","--"
"10","10","Monday, Apr 11","boxscore","DET","","TEX","L","0","2","","3-7","5","5.0","Ogando","Verlander","Feliz","2:19","D","18,724","---"
"11","11","Tuesday, Apr 12","boxscore","DET","","TEX","W-wo","5","4","","4-7","5","4.0","Valverde","O'Day","","3:20","D","20,609","+"
"12","12","Wednesday, Apr 13","boxscore","DET","","TEX","W-wo","3","2","","5-7","4","3.0","Valverde","Oliver","","3:12","D","20,526","++"
"13","13","Thursday, Apr 14","boxscore","DET","@","OAK","W","3","0","","6-7","4","2.5","Coke","Ross","Valverde","2:48","N","11,129","+++"
"14","14","Friday, Apr 15","boxscore","DET","@","OAK","W","8","4","10","7-7","4","2.5","Villarreal","Fuentes","","3:28","N","21,853","++++"
"15","15","Saturday, Apr 16","boxscore","DET","@","OAK","L","2","6","","7-8","4","3.5","Braden","Verlander","","3:02","N","16,265","-"
"16","16","Sunday, Apr 17","boxscore","DET","@","OAK","L","1","5","","7-9","4","4.5","Cahill","Penny","","2:39","D","16,460","--"
"17","17","Monday, Apr 18","boxscore","DET","@","SEA","W","8","3","","8-9","3","4.5","Scherzer","Lueke","","3:34","N","12,774","+"
"18","18","Tuesday, Apr 19","boxscore","DET","@","SEA","L","3","13","","8-10","3","4.5","Fister","Coke","","3:23","N","12,411","-"
"19","19","Wednesday, Apr 20","boxscore","DET","@","SEA","W","3","2","","9-10","3","4.5","Porcello","Bedard","Valverde","2:32","D","13,339","+"
"20","20","Friday, Apr 22","boxscore","DET","","CHW","W","9","3","","10-10","3","3.5","Verlander","Buehrle","","2:30","N","23,537","++"
