"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Dustin Moseley, L (4-4)","5","5","4","4","2","3","2","4.96","21","94","55","30","4","21","9","7","1","0","42","","","-0.193","0.83","-1.4"
"Royce Ring","0","1","1","1","0","0","0","15.43","1","1","1","1","0","0","1","0","0","0","","0","0","-0.020","0.52","-0.4"
"David Robertson","0.1","1","2","2","2","1","0","3.82","4","16","6","2","1","3","0","1","1","0","","1","1","-0.077","0.69","-1.7"
"Boone Logan","0.2","0","0","0","0","1","0","2.93","2","7","4","3","0","1","0","1","0","0","","3","2","-0.026","0.44","-0.4"
"Joba Chamberlain","1","1","1","1","0","3","1","4.40","4","20","15","5","3","7","0","1","0","0","","0","0","-0.006","0.03","-0.5"
"Sergio Mitre","1","0","0","0","0","0","0","3.33","3","7","7","6","1","0","2","1","0","0","","0","0","0.001","0.02","0.5"
