"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Rick Porcello","6.1","7","3","3","0","4","0","4.49","24","82","52","33","5","14","16","4","1","0","51","","","0.158","1.06","1.6"
"Phil Coke","0","1","0","0","0","0","0","4.84","1","4","3","2","0","1","1","0","0","0","","2","1","-0.214","3.61","-1.3"
"David Pauley, BS (2)","0.2","1","0","0","0","0","0","2.10","2","6","5","4","1","0","1","1","0","0","","2","1","0.003","3.58","0.2"
"Daniel Schlereth, W (1-1)","2","0","0","0","1","1","0","4.20","7","29","15","8","1","6","2","3","1","0","","0","0","0.243","1.97","1.0"
"Jose Valverde, S (31)","1","0","0","0","0","0","0","2.98","3","7","7","5","0","2","1","2","1","0","","0","0","0.198","2.62","0.5"
