"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Bruce Chen, L (7-7)","5.2","6","6","6","1","5","3","4.83","24","95","66","42","5","19","10","8","0","0","37","","","-0.469","0.84","-3.2"
"Kelvin Herrera","0.2","0","1","1","1","0","0","3.07","3","10","5","4","0","1","1","1","0","0","","0","0","0.009","0.56","0.1"
"Jose Mijares","0.2","1","0","0","0","0","0","1.74","3","11","8","5","1","2","1","2","1","0","","1","1","-0.074","0.79","-0.5"
"Aaron Crow","1","2","3","3","1","2","1","3.34","6","20","11","3","3","5","0","3","1","0","","0","0","-0.052","0.25","-2.5"
