"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 6","boxscore","BAL","","MIN","W","4","2","","1-0","1","Tied","Arrieta","Pavano","Johnson","2:38","D","46,773","+"
"2","2","Saturday, Apr 7","boxscore","BAL","","MIN","W","8","2","","2-0","1","Tied","Hunter","Liriano","","2:37","N","31,532","++"
"3","3","Sunday, Apr 8","boxscore","BAL","","MIN","W","3","1","","3-0","1","Tied","Hammel","Swarzak","Johnson","2:14","D","14,738","+++"
"4","4","Monday, Apr 9","boxscore","BAL","","NYY","L","2","6","","3-1","2","0.5","Nova","Matusz","","3:06","N","25,478","-"
"5","5","Tuesday, Apr 10","boxscore","BAL","","NYY","L","4","5","12","3-2","2","0.5","Rapada","Strop","Rivera","4:38","N","24,659","--"
"6","6","Wednesday, Apr 11","boxscore","BAL","","NYY","L","4","6","10","3-3","3","1.5","Soriano","Gregg","Rivera","3:42","N","22,919","---"
"7","7","Friday, Apr 13","boxscore","BAL","@","TOR","W","7","5","","4-3","1","Tied","O'Day","Oliver","Johnson","2:40","N","21,988","+"
"8","8","Saturday, Apr 14","boxscore","BAL","@","TOR","W","6","4","","5-3","1","up 1.0","Ayala","Cordero","Johnson","2:57","D","28,355","++"
"9","9","Sunday, Apr 15","boxscore","BAL","@","TOR","L","2","9","","5-4","1","Tied","Drabek","Matusz","","2:39","D","20,252","-"
"10","10","Monday, Apr 16","boxscore","BAL","@","CHW","W","10","4","10","6-4","1","up 0.5","Strop","Stewart","","3:32","N","13,732","+"
"11","11","Tuesday, Apr 17","boxscore","BAL","@","CHW","W","3","2","","7-4","1","up 0.5","Chen","Danks","Johnson","2:44","N","11,267","++"
"12","12","Wednesday, Apr 18","boxscore","BAL","@","CHW","L","1","8","","7-5","1","up 0.5","Peavy","Hunter","","2:37","N","13,818","-"
"13","13","Thursday, Apr 19","boxscore","BAL","@","CHW","W","5","3","","8-5","1","up 1.0","Hammel","Floyd","Johnson","3:08","D","11,836","+"
"14","14","Friday, Apr 20","boxscore","BAL","@","LAA","L","3","6","","8-6","1","Tied","Williams","Matusz","Walden","2:49","N","32,272","-"
