"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Marco Scutaro  SS","4","0","1","0","0","1","4",".276",".340",".373",".714","18","12","-0.067","1.09","0.025","-0.092","-0.3","0","3",""
"Eric Patterson  CF","3","0","0","0","1","1","4",".204",".259",".429",".688","18","11","0.006","0.95","0.061","-0.055","-0.3","0","0",""
"David Ortiz  DH","4","1","1","1","0","1","4",".252",".367",".521",".887","11","7","0.031","1.30","0.132","-0.101","0.4","","","HR"
"Kevin Youkilis  1B","4","0","1","0","0","1","4",".304",".406",".567",".974","20","10","0.037","1.20","0.083","-0.046","0.1","9","0",""
"Adrian Beltre  3B","3","0","0","0","1","0","4",".333",".374",".550",".924","15","10","-0.074","1.80","0.079","-0.153","-0.2","0","2",""
"J.D. Drew  RF","4","0","1","0","0","0","4",".266",".351",".465",".816","15","11","-0.009","0.80","0.038","-0.047","-0.2","1","0",""
"Jeremy Hermida  LF","3","0","1","0","0","2","3",".225",".275",".387",".662","15","9","-0.106","1.41","0.020","-0.125","-0.8","0","0",""
"Bill Hall  PH","1","0","0","0","0","0","1",".232",".318",".438",".756","2","2","-0.004","0.15","0.000","-0.004","-0.1","","",""
"Jed Lowrie  2B","4","0","0","0","0","0","4",".182",".308",".182",".490","16","10","-0.135","1.27","0.000","-0.135","-1.2","1","0",""
"Kevin Cash  C","3","0","0","0","0","1","3",".178",".252",".248",".500","11","8","-0.067","0.90","0.000","-0.067","-0.5","13","2",""
"","","","","","","","","","","","","","","","","","","","","",""
"Jon Lester  P","","","","","","","","","","","","","","","","","","","0","2",""
"Manny Delcarmen  P","","","","","","","","","","","","","","","","","","","0","0",""
