"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Hisashi Iwakuma, W (6-3)","5.2","7","2","2","4","6","0","4.22","27","107","69","41","12","16","6","11","8","0","49","","","0.089","1.06","0.4"
"Rob Rasmussen, H (1)","0.1","0","0","0","0","0","0","12.54","1","5","3","2","1","0","1","0","0","0","","2","0","0.047","1.87","0.4"
"Logan Kensing, H (3)","1.2","2","4","4","2","2","0","7.94","9","30","18","12","2","4","0","5","4","0","","0","0","0.000","0.61","-0.8"
"Tom Wilhelmsen, S (6)","1.1","2","0","0","1","2","0","3.67","7","30","16","8","4","4","3","1","0","0","","3","3","0.102","3.49","-1.8"
