"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"J.A. Happ","2","4","4","4","2","3","1","3.61","12","49","30","18","4","8","3","4","2","0","33","","","-0.272","0.96","-3.0"
"Tom Wilhelmsen","2","0","0","0","1","3","0","2.16","7","32","20","11","2","7","1","2","0","0","","0","0","0.072","0.47","1.0"
"Mark Lowe","0.2","0","0","0","1","0","0","1.59","3","12","7","6","1","0","1","1","0","0","","0","0","0.025","1.10","0.3"
"Joe Beimel","1.1","0","0","0","0","3","0","1.50","4","17","12","5","2","5","0","1","0","0","","1","0","0.070","0.67","0.7"
"Charlie Furbush","0.1","0","0","0","1","0","0","1.74","3","13","6","4","1","1","1","1","0","0","","0","0","-0.057","1.95","-0.4"
"Danny Farquhar, L (0-3)","1.2","2","1","1","0","1","0","5.48","7","34","23","18","1","4","6","0","0","0","","2","0","-0.086","2.24","0.4"
