"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Roenis Elias","5.1","4","1","1","4","6","0","3.94","24","95","53","29","10","14","6","8","3","0","58","","","0.175","1.31","1.7"
"Danny Farquhar, H (8)","1","3","1","1","0","0","0","4.76","6","17","13","8","2","3","2","4","2","0","","0","0","0.010","1.64","0.1"
"Joe Beimel, H (6)","0.1","1","0","0","0","0","0","4.15","1","2","2","1","0","1","0","1","1","0","","1","1","-0.032","2.35","-0.4"
"Carson Smith, H (21)","1.1","0","0","0","1","3","0","2.48","6","22","12","4","3","5","1","0","0","0","","0","0","0.166","3.71","0.6"
"Tom Wilhelmsen, BS (1)","1","2","1","1","2","0","0","3.24","7","32","17","10","2","5","3","2","0","0","","0","0","-0.300","5.37","-0.5"
"Logan Kensing","0.1","0","0","0","0","0","0","4.91","1","5","4","3","0","1","0","1","0","0","","0","0","0.058","2.26","0.2"
"David Rollins, L (0-2)","0","1","1","1","0","0","0","7.88","2","7","4","2","1","1","0","1","1","0","","0","0","-0.128","2.36","-0.6"
"Tony Zych","0","1","0","0","0","0","0","3.60","1","2","1","1","0","0","1","0","0","0","","2","1","-0.292","4.30","-1.0"
