"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jerome Williams, L (6-4)","7.2","6","5","5","3","7","1","4.20","31","102","69","38","10","21","13","8","4","0","51","","","-0.367","1.75","-1.4"
"Jordan Walden","0.1","0","0","0","0","0","0","3.15","1","8","4","2","0","2","0","1","1","0","","0","0","0.001","0.06","0.1"
