"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Sam Deduno, L (1-3)","5.2","4","2","2","3","4","1","3.48","23","92","58","34","11","13","10","6","3","0","54","","","-0.019","0.94","0.1"
"Brian Duensing","0.1","0","0","0","0","1","0","1.47","1","6","3","0","2","1","0","0","0","0","","2","0","0.021","0.85","0.4"
"Jared Burton","1","1","0","0","0","1","0","5.12","4","19","12","9","3","0","1","2","2","0","","0","0","0.018","0.33","0.4"
"Casey Fien","1","0","0","0","0","0","0","1.80","3","7","6","4","1","1","3","0","0","0","","0","0","0.010","0.13","0.4"
