"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Mark Buehrle, L (13-6)","4","7","4","4","0","2","1","3.45","19","53","40","24","3","13","6","11","6","0","34","","","-0.248","0.55","-2.1"
"Bo Schultz","2","2","3","3","2","2","2","2.83","10","38","22","12","4","6","2","4","3","0","","0","0","-0.132","0.28","-2.1"
"Liam Hendriks","1","1","0","0","1","2","0","2.31","5","22","15","8","4","3","1","1","0","0","","0","0","0.003","0.06","0.5"
"Mark Lowe","1","0","0","0","0","1","0","1.52","3","11","10","7","1","2","2","0","0","0","","0","0","0.006","0.07","0.5"
