"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"R.A. Dickey, L (3-7)","7","8","3","3","3","2","0","4.88","32","110","67","38","7","22","10","15","9","0","48","","","-0.089","0.94","0.3"
"Steve Delabar","1","1","1","1","1","0","1","1.50","4","16","10","6","3","1","1","2","0","0","","0","0","-0.058","0.30","-0.5"
