"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Vin Mazzaro, W (1-1)","7","5","0","0","5","0","0","10.80","27","102","53","32","1","20","11","10","2","0","62","","","0.220","0.70","3.2"
"Blake Wood","2","0","0","0","1","1","0","2.51","7","27","17","9","5","3","4","1","0","0","","0","0","0.001","0.01","0.9"
