"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Vin Mazzaro","6","7","3","3","2","2","0","9.25","25","82","53","37","4","12","9","12","3","0","46","","","-0.027","1.16","-0.3"
"Tim Collins, H (3)","1","1","1","1","0","1","0","3.68","4","12","8","5","2","1","1","2","1","0","","0","0","0.004","1.66","0.1"
"Greg Holland, BS (1), L (1-1)","1","1","1","1","0","2","1","1.17","4","11","9","2","4","3","1","1","0","0","","1","1","-0.468","2.05","-1.2"
