"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Danny Duffy, L (1-3)","5","9","5","5","1","6","2","5.09","25","92","57","37","8","12","5","13","5","0","34","","","-0.187","0.77","-2.3"
"Nathan Adcock","2","2","3","3","3","3","0","4.91","11","47","25","16","3","6","3","3","1","0","","0","0","-0.023","0.10","-1.9"
"Joakim Soria","1","2","1","1","0","0","1","4.37","4","17","13","9","1","3","2","2","1","0","","0","0","0.000","0.00","-0.5"
