"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"John Danks, L (4-4)","4","8","8","8","3","2","1","3.34","25","102","62","40","10","12","11","9","3","0","13","","","-0.461","1.24","-5.5"
"Tony Pena","0.1","1","0","0","1","0","0","4.15","3","10","5","2","1","2","1","1","1","0","","1","1","-0.018","0.26","-1.5"
"Randy Williams","1.1","0","0","0","2","2","0","5.40","7","34","19","11","5","3","1","1","0","0","","2","0","0.009","0.09","1.1"
"J.J. Putz","1.1","1","0","0","0","4","0","3.38","5","27","18","8","8","2","1","0","0","0","","3","0","0.006","0.05","1.2"
"Scott Linebrink","1","1","0","0","0","2","0","4.19","4","14","10","5","4","1","0","2","1","0","","0","0","0.006","0.14","0.5"
