"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Wandy Rodriguez, W (2-2)","6","6","2","2","2","6","0","1.72","25","102","62","36","5","21","5","12","3","0","56","","","0.168","0.83","1.0"
"Wilton Lopez","1","0","0","0","0","0","0","1.42","3","8","5","3","0","2","3","0","0","0","","0","0","0.033","0.44","0.5"
"Fernando Rodriguez","1","0","0","0","0","3","0","3.72","4","22","15","5","6","4","1","0","0","0","","0","0","0.027","0.83","0.5"
"Fernando Abad","0.1","2","2","2","0","0","2","16.20","3","7","6","4","1","1","0","3","0","0","","0","0","-0.026","0.38","-1.8"
"Brett Myers, S (4)","0.2","0","0","0","0","1","0","1.59","2","6","4","3","1","0","0","1","0","0","","0","0","0.044","0.86","0.3"
