"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Bud Norris, L (5-5)","6","7","4","4","1","1","3","4.90","25","87","56","37","3","16","6","17","3","0","42","","","-0.141","0.56","-1.1"
"Fernando Abad","1","1","0","0","0","1","0","3.14","4","11","10","6","0","4","3","0","0","0","","0","0","0.006","0.08","0.5"
"Rhiner Cruz","1","1","0","0","1","1","0","6.75","5","21","12","6","3","3","1","2","2","0","","0","0","0.003","0.04","0.5"
