"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jordan Lyles","6","6","3","1","1","4","2","3.00","25","93","60","38","3","19","12","8","3","0","55","","","-0.073","0.64","-0.1"
"Fernando Abad","0.2","1","0","0","0","1","0","5.40","3","16","11","7","0","4","2","0","0","0","","0","0","0.012","0.30","0.3"
"Fernando Rodriguez","0.1","0","0","0","1","0","0","4.05","2","10","4","3","1","0","0","1","0","0","","1","0","0.011","0.57","0.2"
"Brandon Lyon","2","2","0","0","0","1","0","1.88","8","28","18","9","3","6","4","3","1","0","","0","0","0.148","0.82","1.0"
"Brett Myers, L (0-1)","0.1","1","1","1","0","0","1","2.08","2","11","6","4","1","1","0","2","0","0","","0","0","-0.366","2.00","-0.8"
