"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Todd Redmond","5.2","8","2","2","2","2","2","3.77","27","89","59","38","8","13","5","18","4","0","45","","","0.011","1.19","0.6"
"Luis Perez","1","1","0","0","0","1","0","4.50","4","11","7","4","2","1","2","1","1","0","","2","0","0.063","0.82","0.7"
"Dustin McGowan","1.1","0","0","0","0","2","0","2.19","4","16","9","6","2","1","0","2","0","0","","1","0","0.127","1.24","0.7"
"Sergio Santos, W (1-1)","1","0","0","0","0","2","0","1.57","3","15","10","2","3","5","1","0","0","0","","0","0","0.137","1.81","0.5"
"Casey Janssen, S (34)","1","1","0","0","0","1","0","2.56","4","22","13","6","3","4","2","1","1","0","","0","0","0.200","2.85","0.5"
