"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Justin Grimm, L (5-4)","1.2","7","8","8","3","1","1","5.13","15","60","29","15","1","13","2","9","3","0","7","","","-0.371","0.95","-6.3"
"Michael Kirkman","1.1","4","1","1","1","3","0","6.95","9","32","20","11","4","5","1","4","1","0","","1","1","-0.015","0.08","-1.2"
"Joe Ortiz","2.1","4","6","3","0","0","3","5.13","13","44","30","19","4","7","7","6","0","0","","0","0","-0.011","0.01","-4.4"
"Jason Frasor","0.2","0","0","0","0","1","0","3.68","2","13","8","4","3","1","0","1","0","0","","1","1","0.000","0.00","-0.1"
"Ross Wolf","1","3","2","2","0","0","0","3.38","6","21","12","8","1","3","3","3","2","0","","0","0","0.000","0.00","-1.5"
"David Murphy","1","1","0","0","0","1","0","0.00","4","20","12","9","0","3","0","3","2","0","","0","0","0.000","0.00","0.5"
