"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Tuesday, Apr 2","boxscore","TBR","","BAL","L","4","7","","0-1","3","1.0","Hammel","McGee","Johnson","2:57","D","34,078","-"
"2","2","Wednesday, Apr 3","boxscore","TBR","","BAL","W-wo","8","7","","1-1","2","1.0","Rodney","Hunter","","2:56","N","15,599","+"
"3","3","Thursday, Apr 4","boxscore","TBR","","BAL","L","3","6","","1-2","3","1.0","Gonzalez","Hernandez","Johnson","3:02","D","17,491","-"
"4","4","Friday, Apr 5","boxscore","TBR","","CLE","W","4","0","","2-2","3","1.0","Moore","McAllister","","2:21","N","16,019","+"
"5","5","Saturday, Apr 6","boxscore","TBR","","CLE","W","6","0","","3-2","1","Tied","Cobb","Bauer","","3:11","N","32,217","++"
"6","6","Sunday, Apr 7","boxscore","TBR","","CLE","L","0","13","","3-3","2","1.0","Masterson","Price","","2:44","D","21,629","-"
"7","7","Monday, Apr 8","boxscore","TBR","@","TEX","L","4","5","","3-4","2","2.0","Ogando","Hellickson","Nathan","3:15","N","27,355","--"
"8","8","Tuesday, Apr 9","boxscore","TBR","@","TEX","L","1","6","","3-5","4","2.5","Tepesch","Hernandez","","2:44","N","31,398","---"
"9","9","Wednesday, Apr 10","boxscore","TBR","@","TEX","W","2","0","","4-5","4","1.5","Moore","Holland","Rodney","2:51","D","26,643","+"
"10","10","Saturday, Apr 13","boxscore","TBR","@","BOS","L-wo","1","2","10","4-6","5","2.0","Tazawa","Gomes","","3:23","D","33,039","-"
"11","11","Sunday, Apr 14","boxscore","TBR","@","BOS","L","0","5","","4-7","5","3.0","Buchholz","Cobb","","2:49","D","35,198","--"
"12","12","Monday, Apr 15","boxscore","TBR","@","BOS","L-wo","2","3","","4-8","5","4.0","Bailey","Peralta","","3:03","D","37,449","---"
"13","13","Tuesday, Apr 16","boxscore","TBR","@","BAL","L","4","5","","4-9","5","5.0","Arrieta","Hernandez","Johnson","3:21","N","14,670","----"
"14","14","Wednesday, Apr 17","boxscore","TBR","@","BAL","W","6","2","","5-9","5","5.0","Moore","Tillman","","3:03","N","13,591","+"
"15","15","Thursday, Apr 18","boxscore","TBR","@","BAL","L-wo","6","10","10","5-10","5","6.0","Patton","Wright","","3:30","N","13,986","-"
"16","16","Friday, Apr 19","boxscore","TBR","","OAK","W","8","3","","6-10","5","5.5","Cobb","Anderson","","3:06","N","15,115","+"
"17","17","Saturday, Apr 20","boxscore","TBR","","OAK","W","1","0","","7-10","4","5.5","Hellickson","Parker","Rodney","2:42","N","25,611","++"
"18","18","Sunday, Apr 21","boxscore","TBR","","OAK","W","8","1","","8-10","4","4.0","Hernandez","Milone","","2:59","D","25,954","+++"
"19","19","Monday, Apr 22","boxscore","TBR","","NYY","W","5","1","","9-10","4","4.0","Moore","Sabathia","","2:29","N","15,331","++++"
"20","20","Tuesday, Apr 23","boxscore","TBR","","NYY","L","3","4","","9-11","4","4.0","Robertson","Price","Rivera","2:53","N","17,644","-"
"21","21","Wednesday, Apr 24","boxscore","TBR","","NYY","W","3","0","","10-11","4","4.0","Cobb","Pettitte","Rodney","2:44","N","19,177","+"
"22","22","Thursday, Apr 25","boxscore","TBR","@","CHW","L","2","5","","10-12","4","5.0","Sale","Hellickson","Reed","2:52","N","15,056","-"
"23","23","Friday, Apr 26","boxscore","TBR","@","CHW","L","4","5","","10-13","4","6.0","Peavy","Hernandez","Reed","2:47","N","20,008","--"
"24","24","Saturday, Apr 27","boxscore","TBR","@","CHW","W","10","4","","11-13","4","6.0","Moore","Floyd","","3:39","N","25,270","+"
"25","25","Sunday, Apr 28","boxscore","TBR","@","CHW","W","8","3","","12-13","4","6.0","Price","Jones","","3:09","D","22,677","++"
"26","26","Tuesday, Apr 30","boxscore","TBR","@","KCR","L","2","8","","12-14","4","6.0","Shields","Cobb","","2:49","N","12,738","-"
