"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Zach McAllister, L (7-8)","3.2","6","5","5","4","3","0","3.81","21","76","42","28","3","11","6","8","2","0","28","","","-0.333","0.98","-3.4"
"Marc Rzepczynski","1","0","0","0","0","2","0","3.74","4","17","10","3","4","3","1","0","0","0","","2","0","0.023","0.43","0.8"
"Carlos Carrasco","1.1","1","0","0","0","0","0","6.85","4","9","7","4","0","3","3","1","0","0","","0","0","0.020","0.32","0.6"
"Rich Hill","0.2","1","2","2","2","1","0","6.37","5","23","11","7","2","2","0","2","1","0","","0","0","-0.028","0.35","-0.9"
"Matt Albers","0.1","1","0","0","0","0","0","3.31","1","1","1","1","0","0","0","1","1","0","","2","1","-0.013","0.21","-0.6"
