"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Zach McAllister, L (4-6)","5","8","4","3","3","5","0","3.57","26","109","73","44","12","17","6","12","7","0","39","","","-0.260","1.24","-1.8"
"Matt Albers","2","1","0","0","0","0","0","2.95","6","17","12","8","2","2","5","1","0","0","","0","0","0.080","0.64","0.9"
"Cody Allen","1","0","0","0","0","1","0","2.13","3","12","8","3","2","3","2","0","0","0","","0","0","0.026","0.36","0.4"
