"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 1","boxscore","DET","@","MIN","W","4","2","","1-0","1","Tied","Verlander","Worley","Coke","3:28","D","38,282","+"
"2","2","Wednesday, Apr 3","boxscore","DET","@","MIN","L-wo","2","3","","1-1","3","1.0","Perkins","Coke","","3:01","D","22,963","-"
"3","3","Thursday, Apr 4","boxscore","DET","@","MIN","L","2","8","","1-2","4","1.0","Pelfrey","Porcello","","3:32","D","24,752","--"
"4","4","Friday, Apr 5","boxscore","DET","","NYY","W","8","3","","2-2","1","Tied","Fister","Nova","Smyly","2:58","D","45,051","+"
"5","5","Saturday, Apr 6","boxscore","DET","","NYY","W","8","4","","3-2","1","Tied","Scherzer","Hughes","","3:28","D","42,453","++"
"6","6","Sunday, Apr 7","boxscore","DET","","NYY","L","0","7","","3-3","3","1.0","Sabathia","Verlander","","3:21","D","39,829","-"
"7","7","Tuesday, Apr 9","boxscore","DET","","TOR","W","7","3","","4-3","2","0.5","Sanchez","Morrow","","2:55","D","28,979","+"
"8","8","Wednesday, Apr 10","boxscore","DET","","TOR","L","6","8","","4-4","2","1.5","Loup","Villarreal","Janssen","3:36","D","29,631","-"
"9","9","Thursday, Apr 11","boxscore","DET","","TOR","W","11","1","","5-4","2","1.0","Fister","Johnson","","3:00","D","28,781","+"
"10","10","Friday, Apr 12","boxscore","DET","@","OAK","L-wo","3","4","12","5-5","2","1.0","Resop","Villarreal","","4:04","N","21,377","-"
"11","11","Saturday, Apr 13","boxscore","DET","@","OAK","W","7","3","","6-5","1","Tied","Verlander","Anderson","","3:15","D","35,067","+"
"12","12","Sunday, Apr 14","boxscore","DET","@","OAK","W","10","1","","7-5","1","Tied","Sanchez","Parker","","3:08","D","20,755","++"
"13","13","Tuesday, Apr 16","boxscore","DET","@","SEA","W","6","2","","8-5","1","up 1.0","Fister","Harang","","3:11","N","12,401","+++"
"14","14","Wednesday, Apr 17","boxscore","DET","@","SEA","W","2","1","14","9-5","1","up 1.0","Smyly","Furbush","Benoit","4:27","N","14,983","++++"
"15","15","Thursday, Apr 18","boxscore","DET","@","SEA","L","0","2","","9-6","1","up 0.5","Capps","Verlander","Wilhelmsen","2:52","D","15,772","-"
"16","16","Friday, Apr 19","boxscore","DET","@","LAA","L","1","8","","9-7","1","Tied","Hanson","Sanchez","","3:04","N","39,023","--"
"17","17","Saturday, Apr 20","boxscore","DET","@","LAA","L","0","10","","9-8","1","Tied","Richards","Porcello","","2:52","D","35,081","---"
"18","18","Sunday, Apr 21","boxscore","DET","@","LAA","L-wo","3","4","13","9-9","3","1.5","Williams","Coke","","4:28","D","41,147","----"
"19","19","Wednesday, Apr 24","boxscore","DET","","KCR","W","7","5","","10-9","2","0.5","Scherzer","Davis","Valverde","3:22","N","30,347","+"
