"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 1","boxscore","TEX","","BOS","W","9","5","","1-0","1","Tied","Oliver","Bard","","3:28","D","50,146","+"
"2","2","Saturday, Apr 2","boxscore","TEX","","BOS","W","12","5","","2-0","1","Tied","Lewis","Lackey","","3:10","N","48,356","++"
"3","3","Sunday, Apr 3","boxscore","TEX","","BOS","W","5","1","","3-0","1","up 1.0","Harrison","Buchholz","","2:41","D","46,326","+++"
"4","4","Monday, Apr 4","boxscore","TEX","","SEA","W","6","4","","4-0","1","up 2.0","Holland","Bedard","Feliz","2:48","N","37,618","++++"
"5","5","Tuesday, Apr 5","boxscore","TEX","","SEA","W","3","2","","5-0","1","up 3.0","Ogando","Pineda","Feliz","2:36","N","30,953","+++++"
"6","6","Wednesday, Apr 6","boxscore","TEX","","SEA","W","7","3","","6-0","1","up 3.0","Wilson","Hernandez","","2:36","D","25,049","++++++"
"7","7","Saturday, Apr 9 (1)","boxscore","TEX","@","BAL","L","0","5","","6-1","1","up 3.0","Britton","Lewis","","2:22","D","","-"
"8","8","Saturday, Apr 9 (2)","boxscore","TEX","@","BAL","W","13","1","","7-1","1","up 3.0","Harrison","Arrieta","","2:47","N","36,243","+"
"9","9","Sunday, Apr 10","boxscore","TEX","@","BAL","W","3","0","","8-1","1","up 3.0","Holland","Guthrie","Feliz","2:42","D","21,452","++"
"10","10","Monday, Apr 11","boxscore","TEX","@","DET","W","2","0","","9-1","1","up 4.0","Ogando","Verlander","Feliz","2:19","D","18,724","+++"
"11","11","Tuesday, Apr 12","boxscore","TEX","@","DET","L-wo","4","5","","9-2","1","up 3.0","Valverde","O'Day","","3:20","D","20,609","-"
"12","12","Wednesday, Apr 13","boxscore","TEX","@","DET","L-wo","2","3","","9-3","1","up 2.0","Valverde","Oliver","","3:12","D","20,526","--"
"13","13","Friday, Apr 15","boxscore","TEX","@","NYY","W","5","3","","10-3","1","up 2.0","Harrison","Nova","Feliz","2:53","N","40,814","+"
