id,venue_id,race_number,distance,condition_id,weather_id,total_pool_one_win,total_pool_one_place,total_pool_two_win,total_pool_two_place,total_pool_three_win,total_pool_three_place
357,15,1,1600,1,3,73780.94,,24750.5,12138.5,36865.5,12138.5
358,67,1,1200,3,2,48072.78,,26811.5,13010.5,15528.1,13010.5
359,66,3,1200,8,1,30297.28,,15248.0,5985.5,11337.9,5985.5
360,15,2,1200,1,3,51981.75,,17299.0,10633.0,31550.9,10633.0
361,67,2,1200,3,2,63672.8,,28831.0,10440.0,16518.0,10440.0
362,66,4,1200,8,1,37254.74,,16807.0,7154.5,14317.4,7154.5
363,15,3,2100,1,3,85139.52,,20587.5,10932.5,33739.5,10932.5
364,67,3,1250,3,2,75422.09,,35924.5,17387.0,21923.1,17387.0
365,66,5,1200,8,1,33112.94,,17916.5,7755.0,15303.8,7755.0
366,15,4,1500,1,3,67149.48,,26317.5,12407.0,41417.6,12407.0
367,67,4,1580,3,2,60161.31,,43699.0,21507.0,29123.0,21507.0
368,66,6,1200,8,1,47245.45,,15886.0,4113.0,12343.8,4113.0
369,15,5,1300,1,3,99735.45,,32590.0,16346.5,47790.8,16346.5
370,19,1,1300,5,2,8082.1,,6475.5,2080.0,13953.7,2080.0
371,67,5,1100,3,2,74893.29,,40973.5,19256.0,35545.1,19256.0
372,66,7,1400,8,1,36919.18,,23765.0,10180.5,19663.4,10180.5
373,15,6,1300,1,3,89126.35,,35881.0,16516.0,54934.7,16516.0
374,19,2,1000,5,2,6018.98,,9306.0,3630.5,18225.3,3630.5
375,67,6,1910,3,2,77285.04,,54990.5,23850.0,31301.2,23850.0
376,66,8,1400,8,1,55463.69,,34355.0,13033.5,23215.0,13033.5
377,15,7,1400,1,3,101104.69,,42511.0,20102.0,66592.4,20102.0
378,19,3,1400,5,2,33290.31,,7843.5,2323.0,13127.8,2323.0
379,67,7,1250,3,2,128827.4,,65627.5,26839.5,44902.0,26839.5
380,66,9,1600,8,1,24420.32,,27673.0,10546.5,27918.4,10546.5
381,15,8,1600,1,3,89233.91,,47859.0,18599.0,75887.2,18599.0
382,19,4,1000,5,2,65384.36,,16677.5,5238.0,26354.6,5238.0
383,19,5,1200,5,2,53206.84,,29512.5,8519.5,43807.4,8519.5
384,19,6,1700,5,2,31655.12,,25246.0,9607.5,42047.9,9607.5
385,19,7,1200,5,2,34122.1,,26802.0,10360.0,45334.5,10360.0
386,70,2,1006,7,1,9149.39,,10547.5,5455.0,6424.72,5455.0
387,71,1,1600,6,2,36879.76,,16601.0,4848.5,9581.55,4848.5
388,70,3,1610,7,1,20017.88,,14487.0,6560.5,7692.89,6560.5
389,39,1,1200,5,1,9699.65,,5872.0,2989.5,5411.22,2989.5
390,71,2,1100,6,2,36503.0,,18144.5,6708.5,12143.8,6708.5
391,32,1,1000,4,3,55479.41,,9406.5,1629.0,11731.3,1629.0
392,70,4,1206,7,1,9319.03,,16649.5,9037.5,8337.95,9037.5
393,39,2,1300,5,1,12807.6,,8127.5,3582.0,6695.42,3582.0
394,71,3,1000,6,2,49915.76,,13817.0,2735.5,6278.23,2735.5
395,32,2,1200,4,3,37888.83,,16129.0,6328.0,24802.5,6328.0
396,70,5,1206,7,1,29465.71,,21881.0,10081.5,12578.7,10081.5
397,39,3,2000,5,1,19435.98,,7299.0,3072.5,6672.75,3072.5
398,32,3,1200,4,3,66446.48,,18932.5,7728.5,30327.5,7728.5
399,71,4,1000,6,2,4830.31,,21035.9,9926.0,11671.4,9926.0
400,72,1,1200,10,1,10333.33,,9325.5,3165.0,13217.6,3165.0
401,70,6,1106,7,1,13610.54,,21615.5,10292.5,13386.7,10292.5
402,39,4,1050,5,1,5655.0,,5574.0,2653.0,4423.72,2653.0
403,32,4,1400,4,3,16474.53,,12256.5,5917.0,23256.8,5917.0
404,71,5,1000,6,2,58457.53,,21720.0,8519.5,17105.3,8519.5
405,72,2,1200,10,1,34208.55,,11781.0,3714.5,23659.3,3714.5
406,70,7,2215,7,1,12215.72,,31631.5,14581.0,18254.9,14581.0
407,32,5,1400,4,3,20644.66,,14759.0,7439.5,29350.1,7439.5
408,39,5,1100,5,1,24076.24,,15528.0,4851.0,13207.9,4851.0
409,71,6,1300,6,2,48375.61,,25820.0,9884.5,22156.8,9884.5
410,72,3,1416,10,1,26250.45,,11425.5,3193.5,17977.5,3193.5
411,32,6,1200,4,3,72589.24,,23908.0,10887.5,40976.6,10887.5
412,70,8,1206,7,1,4448.6,,32860.0,14593.5,13803.8,14593.5
413,39,6,1200,5,1,19099.68,,14009.0,4889.0,16255.8,4889.0
414,71,7,1500,6,2,40354.3,,30736.0,12525.5,23381.3,12525.5
415,32,7,1200,4,3,27918.04,,21507.5,8974.0,42603.0,8974.0
416,72,4,1416,10,1,13099.2,,8135.0,3782.5,19060.2,3782.5
417,70,9,1410,7,1,34360.51,,32585.5,12623.0,21405.0,12623.0
418,39,7,1300,5,1,16543.05,,16219.5,6481.5,14401.0,6481.5
419,32,8,1600,4,3,63445.53,,31654.0,13469.5,49431.9,13469.5
420,71,8,1400,6,2,21337.26,,36826.5,14052.0,18773.2,14052.0
421,72,5,1000,10,1,24779.15,,18263.0,5900.0,27972.7,5900.0
422,72,6,1000,10,1,20286.01,,22340.0,9070.0,33686.4,9070.0
423,72,7,2000,10,1,28228.27,,24058.0,9812.5,37761.8,9812.5
424,72,8,1500,10,1,12035.79,,25558.0,10170.5,48473.7,10170.5
425,30,1,800,7,1,7677.25,,11804.5,4704.0,12388.1,4704.0
426,73,1,1000,3,3,5796.03,,9980.0,4914.5,8150.44,4914.5
427,32,1,2200,4,3,17964.42,,12045.0,4656.5,18466.2,4656.5
428,30,2,1010,7,1,35777.27,,10241.5,4840.0,11583.2,4840.0
429,73,2,2200,3,3,15857.82,,9249.5,3883.5,7570.28,3883.5
430,32,2,1400,4,3,11419.45,,9858.0,5197.0,20395.9,5197.0
431,30,3,1010,7,1,14686.91,,9801.0,2996.0,10090.0,2996.0
432,32,3,1600,4,3,32224.77,,19228.5,8933.5,31856.6,8933.5
433,73,3,1200,3,3,13336.38,,17600.5,6465.0,14241.5,6465.0
434,30,4,1350,7,1,41487.3,,10705.5,4127.5,11281.4,4127.5
435,32,4,1200,4,3,29194.01,,10560.5,5805.0,24108.3,5805.0
436,73,4,1400,3,3,31329.35,,20148.5,5275.5,18956.1,5275.5
437,32,5,1200,4,3,36304.9,,20759.0,7835.5,28214.1,7835.5
438,30,5,2180,7,1,16277.78,,14951.5,6833.0,15690.7,6833.0
439,73,5,1600,3,3,16555.69,,31857.7,11633.3,15657.1,11633.3
440,32,6,1600,4,3,41634.02,,22057.5,9950.0,35257.3,9950.0
441,30,6,1690,7,1,27639.41,,18050.5,6061.5,14177.7,6061.5
442,73,6,1400,3,3,15940.76,,36859.8,15752.6,18458.8,15752.6
443,32,7,1600,4,3,25235.61,,19252.5,10460.5,33082.9,10460.5
444,30,7,1200,7,1,43183.67,,35832.9,12207.2,25692.0,12207.2
445,32,8,2200,4,3,39182.26,,32023.5,14981.5,48429.2,14981.5
446,73,7,1200,3,3,0.0,,8472.0,4027.0,3068.98,4027.0
449,32,9,1400,4,3,41455.44,,31799.5,13139.0,45907.8,13139.0
450,73,8,1000,3,3,0.0,,9275.0,6008.5,5436.68,6008.5
452,32,10,1200,4,3,49588.19,,42775.5,16714.0,61417.0,16714.0
457,76,1,1200,1,2,,,,,,
458,31,1,1000,4,2,14430.45,,3339.5,609.0,3214.07,609.0
459,77,1,1600,8,1,127840.56,,86189.5,40960.0,148305.0,40960.0
460,37,2,1150,2,1,12841.92,,12010.0,2959.5,8004.76,2959.5
461,41,1,1000,8,2,49674.07,,14571.5,4053.5,12469.7,4053.5
462,42,1,1400,7,1,21340.06,,9235.0,3793.5,7114.81,3793.5
463,76,2,1100,1,2,48179.45,,59725.5,15168.0,21296.7,15168.0
464,31,2,1000,4,2,10663.09,,2079.0,381.5,2713.05,381.5
465,14,1,1350,5,1,74475.45,,45120.5,17768.0,29756.0,17768.0
466,77,2,1600,8,1,184942.57,,60545.5,30305.0,95595.9,30305.0
467,37,3,1150,2,1,1231.2,,10823.0,3226.0,5421.77,3226.0
468,41,2,1950,8,2,30211.73,,15699.5,5657.0,14245.1,5657.0
469,42,2,1200,7,1,39675.18,,15001.0,4579.0,13584.4,4579.0
470,76,3,2000,1,2,107872.74,,80733.0,27957.5,31472.6,27957.5
471,31,3,1350,4,2,7836.8,,3751.0,1141.0,4159.32,1141.0
472,14,2,1200,5,1,52029.18,,31034.0,12304.0,19928.1,12304.0
473,78,1,1010,8,3,4231.09,,4351.0,1373.5,3035.48,1373.5
474,77,3,2000,8,1,150991.0,,67407.5,34447.0,107059.0,34447.0
475,37,4,1250,2,1,2980.31,,9523.0,3156.0,4485.83,3156.0
476,41,3,1000,8,2,11590.34,,24846.0,10758.5,24171.9,10758.5
477,42,3,1200,7,1,23427.22,,14152.5,4853.5,15236.3,4853.5
478,76,4,1400,1,2,99267.95,,92174.0,43174.0,37757.6,43174.0
479,46,1,1300,4,1,1093.28,,5391.5,1582.0,5185.5,1582.0
480,31,4,1150,4,2,3214.84,,8936.0,1842.5,6808.83,1842.5
481,14,3,2200,5,1,65876.41,,54626.5,22749.0,33429.1,22749.0
482,78,2,1200,8,3,3982.89,,9359.5,4080.0,6070.35,4080.0
483,77,4,1600,8,1,204546.82,,113854.0,51528.5,165818.0,51528.5
484,37,5,1350,2,1,5243.47,,19028.0,6048.5,6438.48,6048.5
485,41,4,1300,8,2,59369.39,,32097.5,10988.0,27107.9,10988.0
486,42,4,1800,7,1,8053.95,,8839.0,3438.5,6346.38,3438.5
487,76,5,1200,1,2,85365.25,,148610.0,72684.0,60752.7,72684.0
488,46,2,1200,4,1,2278.14,,7143.5,2325.5,5784.3,2325.5
489,31,5,1150,4,2,7928.87,,8284.0,2778.0,11971.5,2778.0
490,14,4,1050,5,1,88517.48,,65399.5,31313.5,36077.2,31313.5
491,78,3,1650,8,3,7315.38,,14568.5,3921.5,6743.46,3921.5
492,77,5,1200,8,1,294007.72,,126540.0,55336.0,200540.0,55336.0
493,37,6,1350,2,1,5698.92,,17308.0,6733.5,9921.07,6733.5
494,41,5,1000,8,2,76519.12,,32026.5,8192.0,25041.6,8192.0
495,42,5,1400,7,1,41532.46,,27731.0,7831.5,25557.6,7831.5
496,76,6,2400,1,2,134250.86,,157729.0,68874.5,61221.5,68874.5
497,46,3,1200,4,1,4701.33,,4567.0,740.5,5937.0,740.5
498,31,6,1350,4,2,3505.85,,4846.0,1498.0,4502.34,1498.0
499,19,1,1300,6,2,49536.3,,14642.0,5826.0,31388.4,5826.0
500,14,5,1200,5,1,104208.06,,82634.5,31634.0,43058.1,31634.0
501,78,4,1200,8,3,7555.81,,16754.5,5140.0,13061.6,5140.0
502,77,6,2600,8,1,198673.66,,107016.0,47502.6,144818.0,47502.6
503,37,7,1200,2,1,11432.03,,11884.5,2543.5,6344.76,2543.5
504,41,6,1400,8,2,60791.72,,56896.5,23233.5,50252.1,23233.5
505,42,6,1800,7,1,32809.48,,22326.0,7562.5,15786.4,7562.5
506,47,1,1300,4,1,4864.34,,9985.5,2154.5,15150.9,2154.5
507,76,7,1600,1,2,144860.82,,205241.0,74403.5,80036.8,74403.5
508,46,4,1000,4,1,2216.36,,8016.5,2074.5,5738.5,2074.5
509,31,7,1880,4,2,4113.13,,5854.5,1542.5,5447.55,1542.5
510,19,2,1600,6,2,32809.48,,23419.0,6689.0,48626.8,6689.0
511,14,6,1630,5,1,102162.16,,92699.5,39357.0,50302.0,39357.0
512,78,5,1425,8,3,3187.99,,18591.5,7187.0,8742.94,7187.0
513,77,7,1600,8,1,236313.37,,196469.0,99461.0,257581.0,99461.0
514,37,8,1150,2,1,8047.06,,16174.0,5522.0,7667.19,5522.0
515,41,7,1300,8,2,45057.35,,53048.5,20114.0,38529.2,20114.0
516,42,7,1100,7,1,9765.01,,15555.5,5807.5,13795.6,5807.5
517,47,2,1200,4,1,14607.76,,12572.0,3346.5,16109.0,3346.5
518,76,8,1400,1,2,174367.93,,214528.0,85308.0,84322.5,85308.0
519,46,5,1000,4,1,1221.6,,6106.5,1720.5,4810.0,1720.5
520,31,8,1350,4,2,5780.01,,6623.0,1622.5,9562.72,1622.5
521,19,3,1400,6,2,68918.75,,38189.5,8701.0,69339.5,8701.0
522,14,7,1350,5,1,88431.62,,97278.5,39004.5,53685.1,39004.5
523,78,6,920,8,3,2829.95,,14050.0,2841.0,5542.72,2841.0
524,77,8,1200,8,1,245465.16,,193955.0,83041.0,236988.0,83041.0
525,37,9,2050,2,1,12375.56,,25766.0,8558.0,11474.1,8558.0
526,41,8,1000,8,2,31160.34,,48474.0,19801.5,36881.1,19801.5
527,42,8,900,7,1,25724.39,,33440.5,10261.5,21758.7,10261.5
528,47,3,1200,4,1,8519.98,,15002.5,3776.0,25345.6,3776.0
529,76,9,1000,1,2,99888.7,,176802.0,66999.4,62687.3,66999.4
530,46,6,1000,4,1,1052.96,,7874.0,2337.0,7503.5,2337.0
531,19,4,1300,6,2,27495.02,,23521.0,7727.0,46581.5,7727.0
532,14,8,1110,5,1,68438.76,,97608.0,42865.0,56429.6,42865.0
533,77,9,1400,8,1,234411.33,,186946.0,68801.5,240591.0,68801.5
534,49,1,1200,6,1,17751.27,,22482.0,6084.5,17573.9,6084.5
535,41,9,1300,8,2,84353.04,,98755.5,34741.0,75637.7,34741.0
536,47,4,1600,4,1,11658.94,,11012.0,3225.0,18111.9,3225.0
537,19,5,1300,6,2,59194.47,,51342.5,16001.5,74373.8,16001.5
538,46,7,1600,4,1,22694.18,,22603.0,5663.5,19956.1,5663.5
539,49,2,1050,6,1,21087.1,,19381.0,5912.5,19741.0,5912.5
540,47,5,1300,4,1,6540.99,,6575.5,2243.5,16461.6,2243.5
541,19,6,2000,6,2,33352.89,,43044.5,14781.5,68513.9,14781.5
542,46,8,1600,4,1,8505.61,,17040.5,4300.5,17882.0,4300.5
543,49,3,1625,6,1,17143.56,,13977.0,3773.5,14004.3,3773.5
544,47,6,1800,4,1,2057.05,,7162.0,2758.0,21455.1,2758.0
545,19,7,2000,6,2,0.0,,14801.5,7190.0,37945.4,7190.0
546,49,4,1000,6,1,12480.29,,20187.5,5894.5,24293.9,5894.5
547,47,7,1600,4,1,7552.13,,9677.5,3056.5,27123.2,3056.5
548,19,8,1000,6,2,0.0,,7636.5,3323.5,18641.4,3323.5
549,49,5,1200,6,1,17214.44,,14982.0,5433.0,14477.3,5433.0
550,49,6,1625,6,1,6910.88,,13502.0,3951.5,11657.5,3951.5
551,49,7,1625,6,1,17140.45,,11139.0,2909.5,11552.1,2909.5
552,40,1,1800,5,2,18669.78,,11785.5,5319.0,13653.5,5319.0
553,80,1,3200,2,3,13381.6,,9732.5,3565.5,20011.3,3565.5
554,82,1,1200,4,2,23642.44,,2824.5,5.5,2525.93,5.5
555,70,1,1106,7,1,16281.27,,23831.0,11068.5,10705.3,11068.5
556,40,2,1200,5,2,28994.08,,12950.5,5720.5,11148.9,5720.5
557,80,2,3200,2,3,30502.76,,11690.5,5776.5,28451.9,5776.5
558,83,1,1200,8,3,41359.33,,11682.0,5049.0,21267.5,5049.0
559,82,2,1200,4,2,3248.3,,4556.5,1897.5,5723.98,1897.5
560,70,2,2210,7,1,17326.65,,24964.5,11632.5,14809.6,11632.5
561,40,3,1200,5,2,27503.14,,15648.5,7082.5,13611.7,7082.5
562,80,3,1300,2,3,10648.74,,7893.5,1892.5,13190.0,1892.5
563,83,2,1200,8,3,28249.51,,14223.0,4960.0,25697.0,4960.0
564,82,3,1867,4,2,11723.81,,3056.5,698.0,4564.01,698.0
565,70,3,1410,7,1,25146.82,,27220.5,12508.0,12906.4,12508.0
566,40,4,1200,5,2,39282.59,,22150.5,8958.0,22546.7,8958.0
567,80,4,3450,2,3,17443.91,,11780.5,3673.0,31411.0,3673.0
568,83,3,2000,8,3,16509.4,,9590.5,4203.0,16621.5,4203.0
569,82,4,1498,4,2,34384.67,,9098.5,1727.5,6248.53,1727.5
570,70,4,1410,7,1,12866.0,,32716.0,16916.5,16827.2,16916.5
571,40,5,1000,5,2,24580.42,,19437.0,7850.5,17104.3,7850.5
572,80,5,1100,2,3,7369.19,,9380.0,3098.0,22243.7,3098.0
573,55,1,1400,6,2,2576.81,,4319.5,1673.5,13461.3,1673.5
574,83,4,1200,8,3,20415.0,,8468.0,3409.0,13976.2,3409.0
575,82,5,1600,4,2,25348.87,,12989.5,5336.0,17941.9,5336.0
576,70,5,1610,7,1,12075.36,,29030.5,16345.5,12708.5,16345.5
577,40,6,1000,5,2,27429.45,,20061.0,8415.0,18052.3,8415.0
578,80,6,1300,2,3,17641.13,,17012.0,7116.5,37778.1,7116.5
579,55,2,1200,6,2,17180.68,,9169.5,1369.5,11775.3,1369.5
580,83,5,1600,8,3,9807.18,,10524.0,4640.5,20841.7,4640.5
581,82,6,1396,4,2,13554.47,,10528.5,3941.5,11415.3,3941.5
582,70,6,1610,7,1,45729.79,,68255.1,35756.5,25023.5,35756.5
583,80,7,1400,2,3,32261.53,,20513.5,8093.5,42383.2,8093.5
584,83,6,2000,8,3,11799.98,,16030.5,5811.5,22998.5,5811.5
585,40,7,1200,5,2,27293.77,,25105.0,10523.0,20197.3,10523.0
586,55,3,1200,6,2,10064.4,,3447.0,2116.5,14003.5,2116.5
587,82,7,2300,4,2,75627.74,,16975.0,5866.5,17958.6,5866.5
588,80,8,1700,2,3,41684.38,,26738.0,11143.5,44844.1,11143.5
589,70,7,1006,7,1,11486.88,,40893.0,19819.0,16472.0,19819.0
590,83,7,1000,8,3,4678.68,,11700.5,4641.5,21667.9,4641.5
591,40,8,1400,5,2,20085.41,,23436.9,9003.5,21565.8,9003.5
592,55,4,1100,6,2,9800.51,,6798.0,2327.0,17260.4,2327.0
593,82,8,1100,4,2,26366.09,,21942.0,8754.5,21742.4,8754.5
594,55,5,1400,6,2,13568.81,,10855.0,4336.5,27480.4,4336.5
595,55,6,2140,6,2,25938.53,,11376.0,4334.5,26812.8,4334.5
596,55,7,1600,6,2,15249.12,,14422.5,5164.5,34348.7,5164.5
597,85,1,1100,3,2,14064.82,,9363.0,5169.0,16083.8,5169.0
598,23,1,1000,8,1,27328.98,,11347.0,5633.5,7388.41,5633.5
599,85,2,1200,3,2,36415.3,,10923.0,4886.0,16190.1,4886.0
600,23,2,1000,8,1,43079.61,,17316.5,6209.0,9515.25,6209.0
601,86,1,950,10,1,10803.92,,5141.5,2727.5,6146.21,2727.5
602,85,3,1600,3,2,13049.15,,8148.5,4552.5,13614.4,4552.5
603,23,3,1000,8,1,39614.08,,29451.5,14389.0,14025.5,14389.0
604,85,4,1600,3,2,29683.61,,12080.0,5442.5,21496.7,5442.5
605,86,2,1250,10,1,8227.36,,7878.0,3552.5,6013.85,3552.5
606,85,5,2050,3,2,36616.45,,14208.0,6813.5,20218.0,6813.5
607,23,4,1600,8,1,57772.1,,20476.0,9400.5,16385.4,9400.5
608,86,3,1900,10,1,23959.29,,11521.5,4806.0,13780.7,4806.0
609,85,6,2050,3,2,52607.92,,23952.0,10118.0,38630.6,10118.0
610,23,5,1200,8,1,58674.37,,14743.0,4015.5,11229.4,4015.5
611,86,4,950,10,1,29803.88,,17051.0,7207.5,17488.2,7207.5
612,85,7,1100,3,2,49687.89,,11672.5,3049.0,18143.0,3049.0
613,23,6,1100,8,1,43467.89,,30931.5,13341.5,22051.7,13341.5
614,86,5,1500,10,1,29701.37,,12300.0,5422.5,15265.3,5422.5
615,85,8,1100,3,2,20741.58,,10525.5,3563.0,16170.9,3563.0
616,23,7,1600,8,1,38819.31,,41583.5,20106.0,21154.4,20106.0
617,85,9,1200,3,2,62942.32,,16031.5,5589.5,22497.3,5589.5
618,86,6,1250,10,1,13796.6,,16708.5,7769.5,12156.4,7769.5
619,23,8,1350,8,1,40741.12,,35798.0,16324.8,20404.5,16324.8
620,85,10,1600,3,2,28249.53,,17464.5,7043.5,29520.0,7043.5
621,86,7,1250,10,1,25120.04,,16644.0,7368.0,14316.4,7368.0
622,86,8,1250,10,1,24234.34,,27915.5,11267.0,22079.8,11267.0
623,41,1,1550,6,2,32332.16,,9792.5,3491.5,10304.5,3491.5
624,14,1,1200,7,2,41122.78,,7920.5,2801.5,6253.43,2801.5
625,70,1,1100,5,1,18520.26,,15614.5,4614.0,6185.74,4614.0
626,41,2,1250,6,2,42320.66,,8827.0,2517.0,6280.19,2517.0
627,17,1,1600,3,1,45460.05,,22085.0,8729.5,12921.1,8729.5
628,14,2,1350,7,2,49354.88,,5803.0,2541.5,3650.65,2541.5
629,70,2,1000,5,1,43574.23,,22784.0,8605.5,7143.03,8605.5
630,41,3,1000,6,2,37602.33,,7751.0,2645.0,6310.78,2645.0
631,88,1,1000,3,2,79685.52,,23726.5,11197.5,46690.7,11197.5
632,17,2,1200,3,1,49196.46,,29612.0,15186.0,14737.0,15186.0
633,14,3,1350,7,2,38437.44,,10019.5,4394.5,10189.2,4394.5
634,19,1,1000,6,1,24716.24,,8904.0,3047.5,14768.0,3047.5
635,70,3,1700,5,1,26354.48,,22104.5,10706.0,7386.52,10706.0
636,88,2,1000,3,2,35134.14,,16478.5,8543.5,36020.2,8543.5
637,41,4,1250,6,2,34408.12,,13769.0,4276.5,11005.5,4276.5
638,17,3,1300,3,1,51192.15,,22550.0,8125.0,13381.0,8125.0
639,14,4,1640,7,2,60266.75,,16372.0,7300.5,15756.2,7300.5
640,19,2,1000,6,1,17145.65,,4991.0,2046.0,10309.5,2046.0
641,88,3,1600,3,2,74249.33,,20157.0,11389.0,36982.3,11389.0
642,70,4,1400,5,1,40600.3,,29030.0,14695.8,13685.8,14695.8
643,41,5,1250,6,2,43603.49,,12034.0,5618.0,14357.3,5618.0
644,17,4,2200,3,1,88769.17,,36453.9,15161.5,21923.0,15161.5
645,14,5,2040,7,2,33010.02,,13339.5,5549.0,10586.4,5549.0
646,88,4,2500,3,2,33984.73,,18797.5,11051.0,35474.0,11051.0
647,19,3,1400,6,1,18698.51,,5359.5,2978.0,14010.5,2978.0
648,70,5,2200,5,1,26586.23,,29277.0,14290.0,12753.0,14290.0
649,41,6,1400,6,2,30942.54,,14958.0,5446.0,14499.8,5446.0
650,17,5,1300,3,1,70944.64,,42044.0,20360.5,25307.0,20360.5
651,88,5,1000,3,2,31637.6,,23177.5,10942.0,49843.5,10942.0
652,46,1,1200,4,2,9706.3,,3039.0,1236.0,3926.96,1236.0
653,14,6,1050,7,2,40252.49,,20797.0,7662.0,15420.6,7662.0
654,19,4,1650,6,1,45406.89,,13984.0,3932.0,25340.0,3932.0
655,70,6,1600,5,1,78689.46,,50608.0,27143.5,24587.1,27143.5
656,41,7,1550,6,2,60553.99,,16993.5,5869.0,17473.3,5869.0
657,88,6,1000,3,2,46940.49,,27605.0,14483.5,53820.7,14483.5
658,17,6,1600,3,1,35554.7,,43637.1,20961.5,29286.8,20961.5
659,46,2,1100,4,2,13211.67,,2500.5,332.0,1660.09,332.0
660,14,7,1200,7,2,31548.47,,24063.3,8273.8,19313.4,8273.8
661,19,5,1400,6,1,48447.7,,16872.5,6634.0,29407.1,6634.0
662,70,7,1200,5,1,43441.01,,100978.0,52936.0,33206.9,52936.0
663,88,7,1200,3,2,44655.48,,27866.5,9094.5,47233.9,9094.5
664,41,8,1300,6,2,15185.47,,7969.5,3827.5,11187.4,3827.5
665,17,7,1200,3,1,57068.36,,55307.8,22753.5,32230.5,22753.5
666,46,3,1300,4,2,10949.07,,7649.5,2674.0,5559.96,2674.0
667,14,8,1350,7,2,63439.93,,23892.1,10213.8,21525.3,10213.8
668,88,8,1600,3,2,116777.92,,46111.6,16727.5,68140.8,16727.5
669,19,6,1200,6,1,14143.75,,10606.0,3708.0,20722.6,3708.0
670,70,8,1100,5,1,65427.62,,57309.5,19770.5,23917.2,19770.5
671,41,9,1250,6,2,52225.09,,23859.0,9055.5,22175.6,9055.5
672,46,4,1300,4,2,10255.64,,9391.5,2507.0,8043.76,2507.0
673,88,9,2040,3,2,91816.09,,49575.5,16655.5,80931.6,16655.5
674,19,7,1000,6,1,39011.17,,16507.0,5979.0,22192.1,5979.0
675,41,10,1000,6,2,61225.69,,36637.0,12588.5,32888.9,12588.5
676,46,5,1600,4,2,12688.26,,11091.5,3235.0,11339.2,3235.0
677,19,8,2100,6,1,40495.21,,25323.5,9329.5,44097.0,9329.5
678,46,6,1600,4,2,11977.8,,9678.5,2591.5,13627.5,2591.5
679,19,9,2100,6,1,27483.65,,29762.0,11844.5,68515.1,11844.5
680,19,10,1000,6,1,39834.42,,23650.0,7044.0,52444.7,7044.0
681,70,1,1400,5,1,17465.73,,26540.5,14141.0,17238.7,14141.0
682,89,1,1050,5,1,9957.93,,7241.5,2443.5,10695.3,2443.5
683,70,2,1000,5,1,27829.98,,35384.5,21134.0,22613.8,21134.0
684,3,1,1000,3,1,33196.99,,16510.0,7248.0,30940.3,7248.0
685,89,2,1100,5,1,39659.7,,12613.5,4123.0,12963.5,4123.0
686,3,2,1400,3,1,36438.96,,17750.0,9663.0,32098.9,9663.0
687,70,3,1200,5,1,34725.07,,43260.6,16826.0,12792.4,16826.0
688,89,3,1100,5,1,16622.54,,9924.5,3977.0,10812.8,3977.0
689,3,3,1600,3,1,27098.99,,17467.0,7390.0,27743.2,7390.0
690,70,4,1400,5,1,43421.4,,55409.0,28785.0,21885.8,28785.0
691,13,1,1100,5,1,11203.84,,6274.5,2302.5,11759.0,2302.5
692,3,4,1600,3,1,17756.17,,21830.0,9226.0,28746.1,9226.0
693,89,4,1200,5,1,22784.31,,9292.0,3995.0,9290.39,3995.0
694,70,5,1200,5,1,54056.03,,49758.0,22858.5,20907.9,22858.5
695,13,2,1000,5,1,11124.82,,12509.5,3523.0,20491.0,3523.0
696,3,5,1200,3,1,24009.16,,15932.0,6780.5,28016.6,6780.5
697,89,5,1600,5,1,46788.09,,16329.0,5746.5,17044.0,5746.5
698,70,6,1200,5,1,53490.08,,79937.5,42286.5,30281.9,42286.5
699,3,6,1400,3,1,29707.58,,22013.5,9503.5,38825.8,9503.5
700,13,3,1600,5,1,23900.5,,9708.0,3740.5,14928.5,3740.5
701,89,6,1300,5,1,33137.09,,15869.0,5683.5,14032.9,5683.5
702,3,7,1200,3,1,35044.96,,28536.0,13058.5,50544.9,13058.5
703,70,7,2350,5,1,80832.26,,159054.0,68443.5,56637.0,68443.5
704,13,4,1600,5,1,963.54,,4818.0,2595.0,12146.8,2595.0
705,89,7,1050,5,1,19673.64,,21870.0,7786.0,19536.4,7786.0
706,3,8,2025,3,1,68114.79,,44318.5,16709.0,62916.5,16709.0
707,70,8,1000,5,1,44203.51,,88486.8,39448.2,39223.4,39448.2
708,13,5,1300,5,1,6043.51,,8022.5,4013.0,18271.1,4013.0
709,89,8,1400,5,1,21076.91,,22213.0,8479.5,21028.3,8479.5
710,3,9,1600,3,1,59062.44,,41774.5,17294.0,61682.6,17294.0
711,13,6,1300,5,1,30514.64,,29100.0,9891.5,31822.7,9891.5
712,13,7,2200,5,1,18740.64,,27131.0,9729.5,39863.6,9729.5
713,13,8,1600,5,1,14610.08,,28362.5,10763.5,43794.7,10763.5
714,91,1,1000,1,1,17008.26,,7763.0,3440.0,8677.49,3440.0
715,9,1,1100,4,2,20784.92,,14324.0,5432.5,26636.0,5432.5
716,73,1,900,6,1,13760.71,,16790.5,7543.5,11041.0,7543.5
717,30,1,800,5,1,15743.06,,6660.0,1443.0,3989.52,1443.0
718,91,2,1000,1,1,23595.96,,5430.0,1184.5,5004.53,1184.5
719,9,2,1100,4,2,25984.37,,17897.0,8819.0,32631.9,8819.0
720,73,2,1100,6,1,12042.26,,18017.0,8480.0,14311.7,8480.0
721,30,2,1700,5,1,18309.93,,9792.0,3904.0,7791.5,3904.0
