"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 1","boxscore","MIN","@","TOR","L","3","13","","0-1","3","1.0","Romero","Pavano","","2:45","N","47,984","-"
"2","2","Saturday, Apr 2","boxscore","MIN","@","TOR","L","1","6","","0-2","3","2.0","Drabek","Liriano","","2:30","D","27,194","--"
"3","3","Sunday, Apr 3","boxscore","MIN","@","TOR","W","4","3","","1-2","3","1.5","Blackburn","Cecil","Nathan","2:58","D","35,505","+"
"4","4","Monday, Apr 4","boxscore","MIN","@","NYY","L","3","4","","1-3","4","2.0","Nova","Baker","Rivera","2:38","N","40,311","-"
"5","5","Tuesday, Apr 5","boxscore","MIN","@","NYY","W","5","4","10","2-3","4","2.0","Capps","Logan","Nathan","3:17","N","40,267","+"
"6","6","Thursday, Apr 7","boxscore","MIN","@","NYY","L","3","4","","2-4","4","2.0","Burnett","Liriano","Rivera","3:04","D","41,512","-"
"7","7","Friday, Apr 8","boxscore","MIN","","OAK","W","2","1","","3-4","4","2.0","Pavano","Anderson","Nathan","2:22","D","40,714","+"
"8","8","Saturday, Apr 9","boxscore","MIN","","OAK","L","0","1","","3-5","4","3.0","Gonzalez","Blackburn","Fuentes","3:05","N","39,936","-"
"9","9","Sunday, Apr 10","boxscore","MIN","","OAK","L","3","5","","3-6","4","4.0","McCarthy","Baker","Fuentes","2:50","D","38,484","--"
"10","10","Tuesday, Apr 12","boxscore","MIN","","KCR","W-wo","4","3","10","4-6","4","3.5","Hughes","Tejeda","","3:17","N","38,154","+"
"11","11","Wednesday, Apr 13","boxscore","MIN","","KCR","L","5","10","","4-7","5","3.5","Davies","Liriano","Jeffress","2:46","D","36,286","-"
"12","12","Thursday, Apr 14","boxscore","MIN","@","TBR","L-wo","3","4","10","4-8","5","4.0","Farnsworth","Capps","","3:02","N","10,042","--"
"13","13","Friday, Apr 15","boxscore","MIN","@","TBR","L","2","5","","4-9","5","5.0","Davis","Blackburn","Farnsworth","2:34","N","15,342","---"
"14","14","Saturday, Apr 16","boxscore","MIN","@","TBR","L-wo","3","4","","4-10","5","6.0","Cruz","Nathan","","3:10","D","16,428","----"
"15","15","Sunday, Apr 17","boxscore","MIN","@","TBR","W","4","2","","5-10","5","6.0","Duensing","Hellickson","Capps","2:51","D","22,426","+"
