"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Manny Machado  3B","4","2","1","0","1","0","5",".286",".347",".474",".821","18","10","-0.011","0.54","0.039","-0.050","0.3","2","4","2B"
"David Lough  LF","4","0","2","0","0","0","4",".267",".333",".367",".700","14","10","0.031","0.66","0.063","-0.032","0.7","2","0",""
"Jimmy Paredes  2B","3","0","0","1","0","2","4",".344",".371",".576",".947","11","9","-0.069","0.86","0.000","-0.069","-0.6","4","1","SF"
"Adam Jones  CF","4","0","1","0","0","1","4",".321",".360",".494",".854","12","9","-0.002","0.84","0.052","-0.054","-0.1","1","0",""
"Chris Davis  1B","3","0","1","1","1","1","4",".212",".295",".432",".727","21","13","0.004","1.00","0.052","-0.048","0.8","7","0","2B"
"Everth Cabrera  SS","2","0","1","0","2","0","4",".212",".250",".235",".485","21","10","0.087","0.97","0.098","-0.011","0.8","1","1",""
"Ryan Lavarnway  C","4","0","0","0","0","0","4",".107",".219",".143",".362","19","13","-0.184","1.90","0.000","-0.184","-2.0","6","0",""
"Alejandro De Aza  RF","2","0","0","0","0","0","2",".222",".287",".374",".661","3","3","-0.046","0.92","0.000","-0.046","-0.6","0","0",""
"Chaz Roe  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Delmon Young  PH-RF","1","0","0","0","1","0","2",".277",".305",".327",".631","10","6","0.037","1.05","0.054","-0.017","0.4","0","0",""
"Miguel Gonzalez  P","1","0","0","0","0","0","1",".000",".000",".000",".000","4","3","-0.011","0.45","0.000","-0.011","-0.1","0","3",""
"Travis Snider  RF","1","0","0","0","0","0","1",".270",".356",".371",".727","3","1","-0.009","0.36","0.000","-0.009","-0.2","1","0",""
"Steve Pearce  PH","1","0","0","0","0","0","1",".188",".262",".323",".585","3","2","-0.108","2.53","0.000","-0.108","-1.5","","","GDP"
"Brian Matusz  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Caleb Joseph  PH","1","0","0","0","0","0","1",".269",".360",".417",".777","3","3","-0.009","0.36","0.000","-0.009","-0.1","","",""
