"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"R.A. Dickey, L (9-12)","6","7","2","2","4","2","1","3.95","26","99","64","36","6","22","8","12","7","0","48","","","-0.027","0.74","0.6"
"Brett Cecil","2","0","0","0","0","2","0","3.69","6","25","17","8","5","4","2","2","0","0","","0","0","0.031","0.20","0.9"
