"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Mark Buehrle, L (10-6)","6","10","3","3","1","3","1","2.60","29","110","71","41","4","26","7","18","4","0","42","","","-0.130","0.95","-0.3"
"Todd Redmond","1","0","0","0","0","2","0","2.91","3","15","10","7","2","1","0","1","1","0","","0","0","0.020","0.27","0.5"
"Sergio Santos","0","2","2","1","0","0","0","7.36","2","3","2","2","0","0","1","1","1","0","","0","0","-0.038","0.27","-1.6"
"Brett Cecil","1","0","0","0","0","0","0","3.58","3","8","4","4","0","0","3","0","0","0","","1","1","-0.004","0.25","0.1"
