"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Drew Hutchison","7","3","0","0","0","7","0","3.50","24","105","74","42","16","16","5","12","6","0","78","","","0.431","1.03","3.3"
"Dustin McGowan, W (3-2)","1","0","0","0","0","1","0","4.40","3","8","6","3","3","0","0","2","1","0","","0","0","0.103","1.38","0.5"
"Steve Delabar","0.2","1","3","3","2","1","1","5.16","5","24","11","6","1","4","0","2","2","0","","0","0","-0.007","0.30","-2.6"
"Casey Janssen, S (9)","0.1","0","0","0","0","1","0","0.00","1","3","3","1","0","2","0","0","0","0","","0","0","0.014","0.53","0.1"
