"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Drew Hutchison","3","6","4","4","0","2","1","4.62","15","62","38","24","7","7","3","10","6","0","33","","","-0.323","1.05","-2.6"
"Todd Redmond","2.2","2","1","0","3","2","0","2.14","13","43","23","13","3","7","4","4","4","0","","0","0","-0.094","1.25","-0.0"
"Brett Cecil","0.1","0","0","0","0","1","0","3.48","1","7","4","1","2","1","0","0","0","0","","2","0","0.038","1.53","0.4"
"Aaron Sanchez, W (2-0)","2","0","0","0","0","1","0","1.42","6","20","11","7","1","3","4","1","1","0","","0","0","0.142","0.96","0.9"
"Casey Janssen, S (18)","1","0","0","0","1","0","0","2.86","4","13","7","3","1","3","1","2","0","0","","0","0","0.188","2.74","0.5"
