"Model Year","Vehicle Manufacturer Name","Veh Mfr Code","Represented Test Veh Make","Represented Test Veh Model","Test Vehicle ID","Test Veh Configuration #","Test Veh Displacement (L)","Actual Tested Testgroup","Vehicle Type","Rated Horsepower","# of Cylinders and Rotors","Engine Code","Tested Transmission Type Code","Tested Transmission Type","# of Gears","Transmission Lockup?","Drive System Code","Drive System Description","Transmission Overdrive Code","Transmission Overdrive Desc","Equivalent Test Weight (lbs.)","Axle Ratio","N/V Ratio","Shift Indicator Light Use Cd","Shift Indicator Light Use Desc","Test Number","Test Originator","Analytically Derived FE?","ADFE Test Number","ADFE Total Road Load HP","ADFE Equiv. Test Weight (lbs.)","ADFE N/V Ratio","Test Procedure Cd","Test Procedure Description","Test Fuel Type Cd","Test Fuel Type Description","Test Category","THC (g/mi)","CO (g/mi)","CO2 (g/mi)","NOx (g/mi)","PM (g/mi)","CH4 (g/mi)","N2O (g/mi)","RND_ADJ_FE","FE_UNIT","FE Bag 1","FE Bag 2","FE Bag 3","FE Bag 4","DT-Inertia Work Ratio Rating","DT-Absolute Speed Change Ratg","DT-Energy Economy Rating","Target Coef A (lbf)","Target Coef B (lbf/mph)","Target Coef C (lbf/mph**2)","Set Coef A (lbf)","Set Coef B (lbf/mph)","Set Coef C (lbf/mph**2)","Aftertreatment Device Cd","Aftertreatment Device Desc","Police - Emergency Vehicle?","Averaging Group ID","Averaging Weighting Factor","Averaging Method Cd","Averging Method Desc"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0192 / 12",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","A","Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.5,31,"1","Not eqipped","CVWX10012393","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0453,0.552,326,0.0387,,0.0035,0.01,27.2,"MPG",25.9,26.6,29.8,,,,,30.574,0.5064,0.013328,4.271,0.41236,0.013561,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0192 / 12",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","A","Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.5,31,"1","Not eqipped","CVWX10012394","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0115,0.22,216,0.0046,,0.0042,0.01,41.1,"MPG",,,,,,,,30.574,0.5064,0.013328,4.271,0.41236,0.013561,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0192 / 12",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","A","Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.5,31,"1","Not eqipped","CVWX10012395","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.0293,0.481,314,0.0273,,,,28.2,"MPG",18,33.2,,,,,,30.574,0.5064,0.013328,4.271,0.41236,0.013561,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0204",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.7,"1","Not eqipped","CVWX10012383","MFR","No","",,,,"11","Cold CO","27","Cold CO Premium (Tier 2)","FTP",0.2969,1.684,346,0.0267,,,,25.4,"MPG",24.5,24,29.8,,,,,32.89,0.14722,0.018886,6.677,0.1512,0.01767,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0204",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.7,"1","Not eqipped","CVWX10012384","MFR","No","",,,,"95","SC03","61","Tier 2 Cert Gasoline","SC03",0.0307,0.323,340,0.028,,,,26.1,"MPG",,,,,,,,29.9,0.13384,0.017169,6.07,0.13745,0.016063,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0204",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.7,"1","Not eqipped","CVWX10012385","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.046,0.616,341,0.0209,,0.0051,0.01,26,"MPG",27.2,23.8,29.9,,,,,29.9,0.13384,0.017169,6.07,0.13745,0.016063,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0204",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.7,"1","Not eqipped","CVWX10012386","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0014,0.17,210,0.0024,,0.001,0.01,42.3,"MPG",,,,,,,,29.9,0.13384,0.017169,6.07,0.13745,0.016063,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 1 0204",0,2.48,"CVWXV02.5U35","Car",170,5,"CBTA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.7,"1","Not eqipped","CVWX10012387","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.0252,0.642,298,0.0152,,,,29.7,"MPG",19.9,34.5,,,,,,29.9,0.13384,0.017169,6.07,0.13745,0.016063,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 2 01 06 / 12",0,2.48,"CVWXV02.5259","Car",170,5,"CBUA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.9,"1","Not eqipped","CVWX10012399","MFR","No","",,,,"11","Cold CO","27","Cold CO Premium (Tier 2)","FTP",0.3129,1.6,395,0.0212,,,,22.3,"MPG",21.1,21,26.6,,,,,32.89,0.14722,0.018886,18.794,-0.0976,0.01991,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 2 01 06 / 12",0,2.48,"CVWXV02.5259","Car",170,5,"CBUA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.9,"1","Not eqipped","CVWX10012400","MFR","No","",,,,"95","SC03","61","Tier 2 Cert Gasoline","SC03",0.0041,0.304,381,0.0059,,,,23.3,"MPG",,,,,,,,29.9,0.13384,0.017169,17.085,-0.1085,0.0181,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 2 01 06 / 12",0,2.48,"CVWXV02.5259","Car",170,5,"CBUA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.9,"1","Not eqipped","CVWX10012401","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0057,0.276,338,0.0025,,0.0021,0.01,26.3,"MPG",26.4,24.4,30.2,,,,,29.9,0.13384,0.017169,17.085,-0.1085,0.0181,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 2 01 06 / 12",0,2.48,"CVWXV02.5259","Car",170,5,"CBUA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.9,"1","Not eqipped","CVWX10012403","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.0046,0.361,298,0.0141,,,,29.8,"MPG",19.5,34.9,,,,,,29.9,0.13384,0.017169,17.085,-0.1085,0.0181,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","NMS","VW411 2 01 06 / 12",0,2.48,"CVWXV02.5259","Car",170,5,"CBUA-M","M","Manual",5,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.65,31.9,"1","Not eqipped","CVWX10012554","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0011,0.2,203,0.002,,0,0.01,43.7,"MPG",,,,,,,,29.9,0.13384,0.017169,17.085,-0.1085,0.0181,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10206 /12",0,3.596,"CVWXV03.6U41","Car",280,6,"CDVB","SA","Semi-Automatic",6,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.44,31.1,"1","Not eqipped","CVWX10013338","MFR","No","",,,,"95","SC03","61","Tier 2 Cert Gasoline","SC03",0.0058,0,386,0.011,,,,23,"MPG",,,,,,,,33.721,0.28937,0.017868,20.606,0.10001,0.017914,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10206 /12",0,3.596,"CVWXV03.6U41","Car",280,6,"CDVB","SA","Semi-Automatic",6,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.44,31.1,"1","Not eqipped","CVWX10013340","MFR","No","",,,,"11","Cold CO","27","Cold CO Premium (Tier 2)","FTP",0.2269,1,429,0.015,,,,20.7,"MPG",18.8,19.8,24.9,,,,,37.093,0.31831,0.019654,23.83,0.18701,0.020038,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10206 /12",0,3.596,"CVWXV03.6U41","Car",280,6,"CDVB","SA","Semi-Automatic",6,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.44,31.1,"1","Not eqipped","CVWX10013341","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0235,0.28,372,0.008,0.004,0.0058,0.01,23.9,"MPG",23.6,22.3,27.8,,,,,33.721,0.28937,0.017868,20.606,0.10001,0.017914,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10206 /12",0,3.596,"CVWXV03.6U41","Car",280,6,"CDVB","SA","Semi-Automatic",6,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.44,31.1,"1","Not eqipped","CVWX10013342","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0024,0.02,238,0.002,,0.0013,0.01,37.3,"MPG",,,,,,,,33.721,0.28937,0.017868,20.606,0.10001,0.017914,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10206 /12",0,3.596,"CVWXV03.6U41","Car",280,6,"CDVB","SA","Semi-Automatic",6,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.44,31.1,"1","Not eqipped","CVWX10013343","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.0337,0.25,341,0.008,,,,26,"MPG",17.7,30,,,,,,33.721,0.28937,0.017868,20.606,0.10001,0.017914,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014253","MFR","No","",,,,"95","SC03","19","Federal Cert Diesel 7-15 PPM Sulfur","SC03",0.0192,0,292,0.017,0.001,,,34.8,"MPG",,,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014253","MFR","No","",,,,"95","SC03","19","Federal Cert Diesel 7-15 PPM Sulfur","SC03",0.0192,0,292,0.017,0.001,,,34.8,"MPG",,,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014253","MFR","No","",,,,"95","SC03","19","Federal Cert Diesel 7-15 PPM Sulfur","SC03",0.0192,0,292,0.017,0.001,,,34.8,"MPG",,,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014254","MFR","No","",,,,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0232,0.09,303,0.15,,,,33.6,"MPG",28,33.1,40.7,,,,,34.126,0.14722,0.019206,17.4,-0.0488,0.019497,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014254","MFR","No","",,,,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0232,0.09,303,0.15,,,,33.6,"MPG",28,33.1,40.7,,,,,34.126,0.14722,0.019206,17.4,-0.0488,0.019497,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014254","MFR","No","",,,,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0232,0.09,303,0.15,,,,33.6,"MPG",28,33.1,40.7,,,,,34.126,0.14722,0.019206,17.4,-0.0488,0.019497,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014257","MFR","No","",,,,"90","US06","19","Federal Cert Diesel 7-15 PPM Sulfur","US06",0.0074,0.03,262,0.005,0.004,,,38.8,"MPG",25.7,45.4,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014257","MFR","No","",,,,"90","US06","19","Federal Cert Diesel 7-15 PPM Sulfur","US06",0.0074,0.03,262,0.005,0.004,,,38.8,"MPG",25.7,45.4,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014257","MFR","No","",,,,"90","US06","19","Federal Cert Diesel 7-15 PPM Sulfur","US06",0.0074,0.03,262,0.005,0.004,,,38.8,"MPG",25.7,45.4,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014296","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0442,0.19,266,0.028,0,0.0212,0.01,38.2,"MPG",34.8,37.3,43.1,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014296","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0442,0.19,266,0.028,0,0.0212,0.01,38.2,"MPG",34.8,37.3,43.1,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014296","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0442,0.19,266,0.028,0,0.0212,0.01,38.2,"MPG",34.8,37.3,43.1,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014297","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0006,0.01,162,0.007,,0.0012,0.01,62.8,"MPG",,,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014297","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0006,0.01,162,0.007,,0.0012,0.01,62.8,"MPG",,,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10207 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,2.92,27.6,"1","Not eqipped","CVWX10014297","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0006,0.01,162,0.007,,0.0012,0.01,62.8,"MPG",,,,,,,,31.024,0.13384,0.01746,16.287,-0.1186,0.018583,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX10014246","MFR","No","",,,,"95","SC03","19","Federal Cert Diesel 7-15 PPM Sulfur","SC03",0.0079,0,299,0.007,0.001,,,34,"MPG",,,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX10014246","MFR","No","",,,,"95","SC03","19","Federal Cert Diesel 7-15 PPM Sulfur","SC03",0.0079,0,299,0.007,0.001,,,34,"MPG",,,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX10014246","MFR","No","",,,,"95","SC03","19","Federal Cert Diesel 7-15 PPM Sulfur","SC03",0.0079,0,299,0.007,0.001,,,34,"MPG",,,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX10014247","MFR","No","",,,,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0113,0.07,304,0.145,0,,,33.5,"MPG",27.7,33.5,39.9,,,,,34.621,0.31831,0.017606,16.074,0.2069,0.017286,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX10014247","MFR","No","",,,,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0113,0.07,304,0.145,0,,,33.5,"MPG",27.7,33.5,39.9,,,,,34.621,0.31831,0.017606,16.074,0.2069,0.017286,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX10014247","MFR","No","",,,,"11","Cold CO","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0113,0.07,304,0.145,0,,,33.5,"MPG",27.7,33.5,39.9,,,,,34.621,0.31831,0.017606,16.074,0.2069,0.017286,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX91000952","EPA","No","",,,,"90","US06","19","Federal Cert Diesel 7-15 PPM Sulfur","US06",0.0039883,0.0097038,274.6944017,0.0038278,0.0003642,0.000829,,37,"MPG",24.6666084,43.1821207,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX91000952","EPA","No","",,,,"90","US06","19","Federal Cert Diesel 7-15 PPM Sulfur","US06",0.0039883,0.0097038,274.6944017,0.0038278,0.0003642,0.000829,,37,"MPG",24.6666084,43.1821207,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX91000952","EPA","No","",,,,"90","US06","19","Federal Cert Diesel 7-15 PPM Sulfur","US06",0.0039883,0.0097038,274.6944017,0.0038278,0.0003642,0.000829,,37,"MPG",24.6666084,43.1821207,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX91000960","EPA","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0022395,0.0062493,178.7252354,0.0004665,0.0002315,0.0020449,0.01,56.8,"MPG",,,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX91000960","EPA","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0022395,0.0062493,178.7252354,0.0004665,0.0002315,0.0020449,0.01,56.8,"MPG",,,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX91000960","EPA","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0022395,0.0062493,178.7252354,0.0004665,0.0002315,0.0020449,0.01,56.8,"MPG",,,,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Volkswagen","VWX","VOLKSWAGEN","Passat","411 10208 /12",0,1.968,"CVWXV02.0U4S","Car",140,4,"CKRA","SA","Semi-Automatic",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3750,3.04,30.3,"1","Not eqipped","CVWX91000985","EPA","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.0459792,0.1767205,267.5933459,0.0221485,0.0004888,0.0168065,0.01,37.9,"MPG",33.8083587,37.8436436,42.1319829,,,,,31.473,0.28937,0.016005,13.779,0.11864,0.016447,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
