"Model Year","Vehicle Manufacturer Name","Veh Mfr Code","Represented Test Veh Make","Represented Test Veh Model","Test Vehicle ID","Test Veh Configuration #","Test Veh Displacement (L)","Actual Tested Testgroup","Vehicle Type","Rated Horsepower","# of Cylinders and Rotors","Engine Code","Tested Transmission Type Code","Tested Transmission Type","# of Gears","Transmission Lockup?","Drive System Code","Drive System Description","Transmission Overdrive Code","Transmission Overdrive Desc","Equivalent Test Weight (lbs.)","Axle Ratio","N/V Ratio","Shift Indicator Light Use Cd","Shift Indicator Light Use Desc","Test Number","Test Originator","Analytically Derived FE?","ADFE Test Number","ADFE Total Road Load HP","ADFE Equiv. Test Weight (lbs.)","ADFE N/V Ratio","Test Procedure Cd","Test Procedure Description","Test Fuel Type Cd","Test Fuel Type Description","Test Category","THC (g/mi)","CO (g/mi)","CO2 (g/mi)","NOx (g/mi)","PM (g/mi)","CH4 (g/mi)","N2O (g/mi)","RND_ADJ_FE","FE_UNIT","FE Bag 1","FE Bag 2","FE Bag 3","FE Bag 4","DT-Inertia Work Ratio Rating","DT-Absolute Speed Change Ratg","DT-Energy Economy Rating","Target Coef A (lbf)","Target Coef B (lbf/mph)","Target Coef C (lbf/mph**2)","Set Coef A (lbf)","Set Coef B (lbf/mph)","Set Coef C (lbf/mph**2)","Aftertreatment Device Cd","Aftertreatment Device Desc","Police - Emergency Vehicle?","Averaging Group ID","Averaging Weighting Factor","Averaging Method Cd","Averging Method Desc"
2014,"BMW","BMX","BMW","528i","C593806",5,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-F10","A","Automatic",8,"N","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4000,3.23,27.8,"1","Not eqipped","CBMX10022530","MFR","No","",,,,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline","FTP",0.00959,0.4451,317.47,0.0192,,0.0025,0.01,28.1,"MPG",27.62,26.83,31.1,,,,,47.8,-0.357,0.02189,4.4,0.153,0.01554,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","528i","C593806",5,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-F10","A","Automatic",8,"N","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4000,3.23,27.8,"1","Not eqipped","CBMX10022531","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.04167,0.4416,189.44,0.0055,,0.00525,0.01,47,"MPG",,,,,,,,47.8,-0.357,0.02189,4.4,0.153,0.01554,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","528i","C593806",6,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-F10","A","Automatic",8,"N","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4000,3.23,27.9,"1","Not eqipped","CBMX10022532","MFR","No","",,,,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline","FTP",0.01443,0.5772,320.72,0.017,,0.00328,0.01,27.7,"MPG",27.72,26.58,30.25,,,,,51.2,-0.357,0.02187,12.5,0.0221,0.01608,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","528i","C593806",6,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-F10","A","Automatic",8,"N","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4000,3.23,27.9,"1","Not eqipped","CBMX10022533","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.02567,0.257,195.83,0.0055,,0.00378,0.01,45.4,"MPG",,,,,,,,51.2,-0.357,0.02187,12.5,0.0221,0.01608,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","528i xDrive","C593806",2,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-X10","SA","Semi-Automatic",8,"Y","A","All Wheel Drive","2","Top gear ration < 1",4250,3.23,27.9,"1","Not eqipped","CBMX10016917","MFR","No","",,,,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline","FTP",0.00906,0.4176,302.1,0.0183,,0.00125,,29.4,"MPG",28.3,28.5,32.2,,,,,50.7,-0.302,0.02183,13.1,0.196,0.01594,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","528i xDrive","C593806",2,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-X10","SA","Semi-Automatic",8,"Y","A","All Wheel Drive","2","Top gear ration < 1",4250,3.23,27.9,"1","Not eqipped","CBMX10016918","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00687,0.2656,190.65,0.0021,,0.00144,,46.6,"MPG",,,,,,,,50.7,-0.302,0.02183,13.1,0.196,0.01594,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","528i xDrive","C593806",7,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-X10","A","Automatic",8,"Y","A","All Wheel Drive","2","Top gear ration < 1",4250,3.23,27.9,"1","Not eqipped","CBMX10022534","MFR","No","",,,,"31","Federal fuel 3-day exhaust","61","Tier 2 Cert Gasoline","FTP",0.01161,0.5188,325.44,0.024,,0.00374,0.01,27.4,"MPG",27.08,26.11,30.38,,,,,50.7,-0.302,0.02183,13.1,0.196,0.01594,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","528i xDrive","C593806",7,2,"CBMXV02.0N20","Car",241,4,"2.0-N20-X10","A","Automatic",8,"Y","A","All Wheel Drive","2","Top gear ration < 1",4250,3.23,27.9,"1","Not eqipped","CBMX10022535","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.02029,0.3233,191.38,0.0029,,0.00359,0.01,46.6,"MPG",,,,,,,,50.7,-0.302,0.02183,13.1,0.196,0.01594,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026381","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03855,0.0559,304.08,0.0201,0.00054,0.02889,0.01,33.4,"MPG",34.26,31.49,37.11,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026381","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03855,0.0559,304.08,0.0201,0.00054,0.02889,0.01,33.4,"MPG",34.26,31.49,37.11,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026381","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03855,0.0559,304.08,0.0201,0.00054,0.02889,0.01,33.4,"MPG",34.26,31.49,37.11,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026381","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03855,0.0559,304.08,0.0201,0.00054,0.02889,0.01,33.4,"MPG",34.26,31.49,37.11,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026382","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0381,0.0741,191.29,0.0002,,0.0285,0.01,53.2,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026382","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0381,0.0741,191.29,0.0002,,0.0285,0.01,53.2,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026382","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0381,0.0741,191.29,0.0002,,0.0285,0.01,53.2,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",4,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026382","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.0381,0.0741,191.29,0.0002,,0.0285,0.01,53.2,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026384","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03535,0.0542,314.48,0.0271,0.00049,0.02556,0.01,32.4,"MPG",33.8,29.98,36.55,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026384","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03535,0.0542,314.48,0.0271,0.00049,0.02556,0.01,32.4,"MPG",33.8,29.98,36.55,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026384","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03535,0.0542,314.48,0.0271,0.00049,0.02556,0.01,32.4,"MPG",33.8,29.98,36.55,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026384","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.03535,0.0542,314.48,0.0271,0.00049,0.02556,0.01,32.4,"MPG",33.8,29.98,36.55,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026385","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02073,0.0371,189.47,0.0004,,0.01536,0.01,53.8,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026385","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02073,0.0371,189.47,0.0004,,0.01536,0.01,53.8,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026385","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02073,0.0371,189.47,0.0004,,0.01536,0.01,53.8,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",5,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026385","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02073,0.0371,189.47,0.0004,,0.01536,0.01,53.8,"MPG",,,,,,,,52.7,-0.261,0.01926,21.6,-0.067,0.01669,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026386","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04123,0.0671,303.01,0.0232,0.01,0.03089,0.01,33.6,"MPG",34.23,31.52,37.55,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026386","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04123,0.0671,303.01,0.0232,0.01,0.03089,0.01,33.6,"MPG",34.23,31.52,37.55,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026386","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04123,0.0671,303.01,0.0232,0.01,0.03089,0.01,33.6,"MPG",34.23,31.52,37.55,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026386","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04123,0.0671,303.01,0.0232,0.01,0.03089,0.01,33.6,"MPG",34.23,31.52,37.55,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026387","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.01896,0.0231,185.21,0.0003,,0.01368,0.01,55,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026387","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.01896,0.0231,185.21,0.0003,,0.01368,0.01,55,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026387","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.01896,0.0231,185.21,0.0003,,0.01368,0.01,55,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",6,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026387","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.01896,0.0231,185.21,0.0003,,0.01368,0.01,55,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026388","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04137,0.0653,300.42,0.0188,0.00079,0.02902,0.01,33.9,"MPG",35.63,31.51,37.64,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026388","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04137,0.0653,300.42,0.0188,0.00079,0.02902,0.01,33.9,"MPG",35.63,31.51,37.64,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026388","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04137,0.0653,300.42,0.0188,0.00079,0.02902,0.01,33.9,"MPG",35.63,31.51,37.64,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026388","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04137,0.0653,300.42,0.0188,0.00079,0.02902,0.01,33.9,"MPG",35.63,31.51,37.64,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026390","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02634,0.0769,179.58,0.0005,,0.01671,0.01,56.5,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026390","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02634,0.0769,179.58,0.0005,,0.01671,0.01,56.5,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026390","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02634,0.0769,179.58,0.0005,,0.01671,0.01,56.5,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d","D001500",7,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026390","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02634,0.0769,179.58,0.0005,,0.01671,0.01,56.5,"MPG",,,,,,,,47.4,-0.271,0.02061,13.3,-0.007,0.01763,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d xDrive","D001500",0,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10X","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026371","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04417,0.0582,307.45,0.0172,0.00055,0.03372,0.02519,33.1,"MPG",34.01,30.8,37.54,,,,,56,-0.2,0.01951,26.9,-0.25,0.0193,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d xDrive","D001500",0,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10X","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026371","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04417,0.0582,307.45,0.0172,0.00055,0.03372,0.02519,33.1,"MPG",34.01,30.8,37.54,,,,,56,-0.2,0.01951,26.9,-0.25,0.0193,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d xDrive","D001500",0,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10X","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026371","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04417,0.0582,307.45,0.0172,0.00055,0.03372,0.02519,33.1,"MPG",34.01,30.8,37.54,,,,,56,-0.2,0.01951,26.9,-0.25,0.0193,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d xDrive","D001500",0,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10X","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026371","MFR","No","",,,,"2","CVS 75 and later (w/o can. load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.04417,0.0582,307.45,0.0172,0.00055,0.03372,0.02519,33.1,"MPG",34.01,30.8,37.54,,,,,56,-0.2,0.01951,26.9,-0.25,0.0193,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"BMW","BMX","BMW","535d xDrive","D001500",0,3,"EBMXV03.0N57","Car",255,6,"3.0-N57-F10X","SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.47,21.4,"1","Not eqipped","EBMX10026380","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.02523,0.037,195.67,0,,0.01678,0.00591,51.9,"MPG",,,,,,,,56,-0.2,0.01951,26.9,-0.25,0.0193,"NOXAD","NOx Adsorber","N","",,"N","No averaging"
