"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Mar 31","boxscore","BAL","","BOS","W","2","1","","1-0","1","Tied","Britton","Lester","Hunter","2:53","D","46,685","+"
"2","2","Wednesday, Apr 2","boxscore","BAL","","BOS","L","2","6","","1-1","2","0.5","Lackey","Jimenez","","2:43","N","25,708","-"
"3","3","Thursday, Apr 3","boxscore","BAL","","BOS","L","3","4","","1-2","4","1.0","Doubront","Chen","Uehara","2:55","N","20,880","--"
"4","4","Friday, Apr 4","boxscore","BAL","@","DET","L","4","10","","1-3","5","1.5","Smyly","Gonzalez","","3:07","D","23,625","---"
"5","5","Saturday, Apr 5","boxscore","BAL","@","DET","L","6","7","","1-4","5","2.5","Porcello","Norris","Nathan","3:20","D","32,041","----"
"6","6","Sunday, Apr 6","boxscore","BAL","@","DET","W","3","1","","2-4","4","1.5","Tillman","Verlander","Hunter","2:34","D","34,261","+"
"7","7","Monday, Apr 7","boxscore","BAL","@","NYY","L","2","4","","2-5","5","2.0","Kuroda","Jimenez","Kelley","3:05","D","48,142","-"
"8","8","Tuesday, Apr 8","boxscore","BAL","@","NYY","W","14","5","","3-5","4","1.5","Chen","Nova","","3:28","D","35,864","+"
"9","9","Wednesday, Apr 9","boxscore","BAL","@","NYY","W","5","4","","4-5","3","1.0","Matusz","Kelley","Hunter","3:06","N","39,412","++"
"10","10","Friday, Apr 11","boxscore","BAL","","TOR","L","0","2","","4-6","5","1.5","McGowan","Tillman","Santos","2:20","N","22,327","-"
"11","11","Saturday, Apr 12","boxscore","BAL","","TOR","W-wo","2","1","12","5-6","4","1.5","Britton","Redmond","","3:39","N","30,446","+"
"12","12","Sunday, Apr 13","boxscore","BAL","","TOR","L","3","11","","5-7","4","1.5","Buehrle","Jimenez","","2:45","D","39,281","-"
"13","13","Monday, Apr 14","boxscore","BAL","","TBR","W","7","1","","6-7","4","1.0","Chen","Archer","","2:46","N","15,799","+"
"14","14","Wednesday, Apr 16","boxscore","BAL","","TBR","W","3","0","","7-7","3","1.5","Gonzalez","Odorizzi","Hunter","2:53","D","22,611","++"
"15","15","Friday, Apr 18","boxscore","BAL","@","BOS","W","8","4","","8-7","2","1.0","Tillman","Lackey","O'Day","3:26","N","36,408","+++"
"16","16","Saturday, Apr 19","boxscore","BAL","@","BOS","L","2","4","","8-8","3","1.0","Tazawa","Norris","Uehara","2:47","D","37,689","-"
"17","17","Sunday, Apr 20","boxscore","BAL","@","BOS","L-wo","5","6","","8-9","3","2.0","Mujica","Matusz","","3:22","N","33,947","--"
"18","18","Monday, Apr 21","boxscore","BAL","@","BOS","W","7","6","","9-9","3","1.5","Chen","Buchholz","Hunter","3:18","D","37,513","+"
"19","19","Tuesday, Apr 22","boxscore","BAL","@","TOR","L","3","9","","9-10","4","2.5","Delabar","Meek","","2:54","N","14,866","-"
"20","20","Wednesday, Apr 23","boxscore","BAL","@","TOR","W","10","8","","10-10","3","1.5","Tillman","Redmond","Hunter","3:11","N","15,202","+"
"21","21","Thursday, Apr 24","boxscore","BAL","@","TOR","W","11","4","","11-10","2","1.5","Norris","Cecil","","2:54","N","16,283","++"
"22","22","Friday, Apr 25","boxscore","BAL","","KCR","L","0","5","","11-11","2","1.5","Ventura","Jimenez","","2:40","N","22,478","-"
"23","23","Saturday, Apr 26","boxscore","BAL","","KCR","W-wo","3","2","10","12-11","2","1.5","Britton","Duffy","","3:09","N","34,941","+"
"24","24","Sunday, Apr 27","boxscore","BAL","","KCR","L","3","9","","12-12","2","2.5","Shields","Gonzalez","","3:08","D","38,368","-"
"25","25","Thursday, May 1 (1)","boxscore","BAL","","PIT","W","5","1","","13-12","2","0.5","Norris","Morton","Hunter","3:08","D","","+"
"26","26","Thursday, May 1 (2)","boxscore","BAL","","PIT","W-wo","6","5","10","14-12","2","0.5","Hunter","Pimentel","","3:57","N","28,290","++"
"27","27","Friday, May 2","boxscore","BAL","@","MIN","W","3","0","","15-12","1","up 0.5","Jimenez","Nolasco","Hunter","2:29","N","24,165","+++"
"28","28","Saturday, May 3","boxscore","BAL","@","MIN","L","1","6","","15-13","2","0.5","Correia","Chen","","2:51","D","25,318","-"
"29","29","Sunday, May 4","boxscore","BAL","@","MIN","L","2","5","","15-14","2","0.5","Hughes","Gonzalez","Perkins","3:02","D","25,559","--"
"30","30","Tuesday, May 6","boxscore","BAL","@","TBR","W","5","3","","16-14","1","Tied","O'Day","Peralta","Hunter","3:36","N","11,855","+"
"31","31","Wednesday, May 7","boxscore","BAL","@","TBR","W","4","3","","17-14","1","Tied","Webb","Gomes","Hunter","3:08","N","11,282","++"
"32","32","Thursday, May 8","boxscore","BAL","@","TBR","W","3","1","","18-14","1","up 0.5","Jimenez","Price","O'Day","3:33","N","11,076","+++"
"33","33","Friday, May 9","boxscore","BAL","","HOU","W","4","3","","19-14","1","up 0.5","Chen","Williams","Hunter","2:29","N","28,875","++++"
"34","34","Saturday, May 10","boxscore","BAL","","HOU","W-wo","5","4","10","20-14","1","up 1.5","Webb","Clemens","","3:29","N","26,264","+++++"
"35","35","Sunday, May 11","boxscore","BAL","","HOU","L","2","5","","20-15","1","up 1.5","Cosart","Tillman","Qualls","3:21","D","45,944","-"
