"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Kevin Gausman","6.2","7","1","1","3","3","0","3.67","28","103","58","36","10","12","10","12","9","0","56","","","0.172","1.45","1.7"
"Brian Matusz","1.2","1","0","0","0","3","0","4.25","6","27","20","13","3","4","0","3","1","0","","2","0","0.225","2.02","1.1"
"Darren O'Day, W (3-1)","0.2","0","0","0","0","2","0","1.00","2","10","7","3","3","1","0","0","0","0","","0","0","0.072","1.48","0.2"
"Zach Britton, S (19)","1","0","0","0","0","1","0","1.74","3","11","8","4","2","2","2","0","0","0","","0","0","0.180","2.46","0.4"
