"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"David Price, L (10-3)","6","6","4","3","2","9","1","2.45","27","108","74","38","14","22","8","8","3","0","53","","","-0.159","0.89","-1.0"
"Grant Balfour","1","0","0","0","0","0","0","1.74","3","17","10","9","1","0","1","2","0","0","","0","0","0.013","0.16","0.5"
"Joaquin Benoit","1","1","0","0","0","1","0","0.50","4","19","11","6","3","2","1","2","0","0","","0","0","0.006","0.11","0.5"
