"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jeff Niemann, W (2-0)","7","4","0","0","2","6","0","2.23","26","99","58","29","7","22","8","10","4","0","73","","","0.235","0.73","3.2"
"Joaquin Benoit","1","0","0","0","0","2","0","0.00","3","17","12","8","2","2","0","1","0","0","","0","0","0.001","0.02","0.5"
"Andy Sonnanstine","1","0","0","0","0","1","0","2.70","3","17","13","8","1","4","0","2","1","0","","0","0","0.000","0.01","0.5"
