"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 6","boxscore","KCR","@","LAA","L","0","5","","0-1","2","1.0","Weaver","Crow","","2:22","N","44,106","-"
"2","2","Saturday, Apr 7","boxscore","KCR","@","LAA","W","6","3","","1-1","2","1.0","Hochevar","Haren","","2:46","D","40,022","+"
"3","3","Sunday, Apr 8","boxscore","KCR","@","LAA","W","7","3","","2-1","2","1.0","Sanchez","Santana","Broxton","3:15","D","32,227","++"
"4","4","Monday, Apr 9","boxscore","KCR","@","OAK","L","0","1","","2-2","2","1.5","Milone","Mendoza","Balfour","2:34","N","10,054","-"
"5","5","Tuesday, Apr 10","boxscore","KCR","@","OAK","W","3","0","8","3-2","2","1.5","Duffy","Godfrey","Crow","2:13","N","10,670","+"
"6","6","Wednesday, Apr 11","boxscore","KCR","@","OAK","L-wo","4","5","12","3-3","3","1.5","Carignan","Broxton","","4:10","D","12,390","-"
"7","7","Friday, Apr 13","boxscore","KCR","","CLE","L","3","8","","3-4","3","2.0","Lowe","Hochevar","","2:39","D","40,230","--"
"8","8","Saturday, Apr 14","boxscore","KCR","","CLE","L","9","11","10","3-5","4","2.5","Asencio","Holland","Perez","3:44","N","21,788","---"
"9","9","Sunday, Apr 15","boxscore","KCR","","CLE","L","7","13","","3-6","4","3.0","Jimenez","Mendoza","","3:20","D","21,182","----"
"10","10","Monday, Apr 16","boxscore","KCR","","DET","L","2","3","","3-7","4","4.0","Verlander","Duffy","","2:37","N","14,039","-----"
"11","11","Tuesday, Apr 17","boxscore","KCR","","DET","L","1","3","","3-8","4","5.0","Dotel","Chen","Valverde","2:50","N","13,851","------"
"12","12","Wednesday, Apr 18","boxscore","KCR","","DET","L","3","4","","3-9","5","6.0","Scherzer","Mijares","Valverde","3:06","N","14,083","-------"
"13","13","Friday, Apr 20","boxscore","KCR","","TOR","L","3","4","","3-10","5","6.0","Perez","Holland","Santos","3:14","N","23,065","--------"
"14","14","Saturday, Apr 21","boxscore","KCR","","TOR","L","5","9","","3-11","5","6.5","Hutchison","Teaford","","3:03","N","27,804","---------"
"15","15","Sunday, Apr 22","boxscore","KCR","","TOR","L","3","5","","3-12","5","6.5","Romero","Duffy","Cordero","3:08","D","26,891","----------"
