"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Tuesday, Apr 2","boxscore","CLE","@","TOR","W","4","1","","1-0","1","Tied","Masterson","Dickey","Perez","2:31","N","48,857","+"
"2","2","Wednesday, Apr 3","boxscore","CLE","@","TOR","W","3","2","11","2-0","1","Tied","Albers","Santos","Smith","3:23","N","24,619","++"
"3","3","Thursday, Apr 4","boxscore","CLE","@","TOR","L","8","10","","2-1","1","Tied","Delabar","Myers","Janssen","2:49","N","19,515","-"
"4","4","Friday, Apr 5","boxscore","CLE","@","TBR","L","0","4","","2-2","1","Tied","Moore","McAllister","","2:21","N","16,019","--"
"5","5","Saturday, Apr 6","boxscore","CLE","@","TBR","L","0","6","","2-3","4","1.0","Cobb","Bauer","","3:11","N","32,217","---"
"6","6","Sunday, Apr 7","boxscore","CLE","@","TBR","W","13","0","","3-3","3","1.0","Masterson","Price","","2:44","D","21,629","+"
"7","7","Monday, Apr 8","boxscore","CLE","","NYY","L","6","11","","3-4","5","1.5","Kuroda","Jimenez","","3:50","D","41,567","-"
"8","8","Tuesday, Apr 9","boxscore","CLE","","NYY","L","1","14","","3-5","5","2.0","Pettitte","Carrasco","","2:47","N","12,663","--"
"9","9","Friday, Apr 12","boxscore","CLE","","CHW","W-wo","1","0","","4-5","3","1.5","Masterson","Crain","","2:19","N","11,864","+"
"10","10","Saturday, Apr 13","boxscore","CLE","","CHW","W","9","4","","5-5","3","0.5","McAllister","Sale","","2:35","D","11,422","++"
"11","11","Sunday, Apr 14","boxscore","CLE","","CHW","L","1","3","","5-6","3","1.5","Peavy","Myers","Reed","2:48","D","11,682","-"
"12","12","Tuesday, Apr 16","boxscore","CLE","","BOS","L","2","7","","5-7","4","2.5","Doubront","Jimenez","","3:30","N","9,143","--"
"13","13","Wednesday, Apr 17","boxscore","CLE","","BOS","L","3","6","","5-8","5","3.5","Aceves","Masterson","Bailey","3:24","N","10,282","---"
"14","14","Thursday, Apr 18","boxscore","CLE","","BOS","L","3","6","","5-9","5","3.5","Lester","McAllister","Bailey","3:13","N","12,936","----"
